197,select * from dbo.fDocColumns(&&&)
2019-05-29 00:18:00,1
2019-05-29 00:20:00,1
2019-05-29 00:22:00,1
2019-05-29 00:25:00,1
2019-05-29 00:27:00,1
2019-05-29 00:31:00,1
2019-05-29 01:03:00,1
2019-05-29 01:20:00,2
2019-05-29 01:22:00,1
2019-05-29 01:32:00,1
2019-05-29 01:34:00,1
2019-05-29 01:44:00,1
2019-05-29 01:56:00,1
2019-05-29 02:08:00,1
2019-05-29 02:11:00,1
2019-05-29 02:37:00,1
2019-05-29 02:54:00,2
2019-05-29 03:09:00,1
2019-05-29 03:16:00,1
2019-05-29 03:22:00,1
2019-05-29 03:25:00,5
2019-05-29 03:26:00,1
2019-05-29 03:27:00,1
2019-05-29 03:35:00,1
2019-05-29 03:52:00,3
2019-05-29 04:09:00,1
2019-05-29 04:20:00,1
2019-05-29 04:55:00,2
2019-05-29 05:17:00,1
2019-05-29 05:19:00,1
2019-05-29 05:25:00,1
2019-05-29 05:30:00,1
2019-05-29 06:01:00,2
2019-05-29 06:05:00,1
2019-05-29 06:33:00,1
2019-05-29 08:57:00,1
2019-05-29 09:09:00,1
2019-05-29 09:12:00,1
2019-05-29 09:13:00,1
2019-05-29 09:24:00,1
2019-05-29 09:26:00,1
2019-05-29 09:39:00,1
2019-05-29 09:42:00,1
2019-05-29 09:43:00,1
2019-05-29 09:47:00,1
2019-05-29 09:56:00,2
2019-05-29 09:58:00,1
2019-05-29 10:31:00,1
2019-05-29 11:14:00,2
2019-05-29 11:17:00,1
2019-05-29 11:18:00,3
2019-05-29 11:23:00,1
2019-05-29 11:39:00,1
2019-05-29 11:43:00,1
2019-05-29 12:01:00,1
2019-05-29 12:32:00,2
2019-05-29 12:41:00,1
2019-05-29 12:58:00,1
2019-05-29 13:12:00,1
2019-05-29 13:20:00,2
2019-05-29 13:23:00,1
2019-05-29 13:33:00,1
2019-05-29 13:34:00,1
2019-05-29 13:43:00,1
2019-05-29 14:13:00,1
2019-05-29 14:19:00,3
2019-05-29 14:30:00,2
2019-05-29 14:35:00,1
2019-05-29 14:36:00,2
2019-05-29 14:37:00,2
2019-05-29 14:38:00,1
2019-05-29 14:46:00,4
2019-05-29 14:57:00,1
2019-05-29 14:58:00,2
2019-05-29 15:27:00,1
2019-05-29 15:44:00,1
2019-05-29 16:42:00,2
2019-05-29 17:07:00,1
2019-05-29 17:14:00,1
2019-05-29 17:45:00,1
2019-05-29 18:03:00,4
2019-05-29 18:19:00,2
2019-05-29 18:31:00,1
2019-05-29 18:37:00,2
2019-05-29 18:54:00,1
2019-05-29 18:56:00,1
2019-05-29 18:57:00,2
2019-05-29 18:59:00,1
2019-05-29 19:00:00,2
2019-05-29 19:12:00,1
2019-05-29 19:14:00,2
2019-05-29 19:16:00,1
2019-05-29 19:20:00,1
2019-05-29 19:21:00,1
2019-05-29 19:24:00,1
2019-05-29 19:25:00,3
2019-05-29 19:26:00,1
2019-05-29 19:27:00,1
2019-05-29 19:28:00,1
2019-05-29 19:33:00,2
2019-05-29 19:35:00,1
2019-05-29 19:36:00,1
2019-05-29 19:47:00,1
2019-05-29 20:20:00,1
2019-05-29 20:21:00,1
2019-05-29 20:27:00,1
2019-05-29 20:34:00,1
2019-05-29 20:35:00,1
2019-05-29 20:50:00,1
2019-05-29 20:51:00,1
2019-05-29 20:57:00,1
2019-05-29 20:58:00,1
2019-05-29 20:59:00,2
2019-05-29 21:00:00,1
2019-05-29 21:05:00,1
2019-05-29 21:06:00,2
2019-05-29 21:08:00,2
2019-05-29 21:23:00,5
2019-05-29 21:37:00,1
2019-05-29 21:43:00,2
2019-05-29 21:45:00,1
2019-05-29 22:21:00,2
2019-05-29 22:38:00,1
2019-05-29 22:40:00,2
2019-05-29 22:44:00,1
2019-05-29 23:15:00,1
2019-05-29 23:35:00,1
2019-05-29 23:44:00,1
2019-05-29 23:49:00,1
2019-05-29 23:50:00,1
2019-05-29 23:51:00,4
2019-05-29 23:52:00,3
2019-05-29 23:53:00,4
2019-05-29 23:54:00,3
2019-05-29 23:55:00,5
2019-05-29 23:56:00,1
