104,select * from fDocFunctionParams(&&&)
2019-05-29 00:30:00,1
2019-05-29 00:37:00,1
2019-05-29 00:44:00,1
2019-05-29 00:46:00,1
2019-05-29 01:05:00,1
2019-05-29 01:09:00,1
2019-05-29 01:24:00,1
2019-05-29 01:39:00,1
2019-05-29 01:46:00,2
2019-05-29 02:24:00,1
2019-05-29 02:42:00,1
2019-05-29 02:47:00,1
2019-05-29 03:02:00,1
2019-05-29 04:53:00,1
2019-05-29 04:54:00,1
2019-05-29 05:46:00,1
2019-05-29 05:52:00,1
2019-05-29 07:14:00,1
2019-05-29 09:07:00,1
2019-05-29 09:18:00,1
2019-05-29 09:20:00,1
2019-05-29 09:24:00,1
2019-05-29 10:04:00,1
2019-05-29 10:12:00,1
2019-05-29 10:20:00,1
2019-05-29 10:43:00,1
2019-05-29 10:45:00,1
2019-05-29 10:51:00,1
2019-05-29 11:32:00,1
2019-05-29 11:43:00,1
2019-05-29 12:01:00,1
2019-05-29 12:04:00,1
2019-05-29 12:47:00,1
2019-05-29 13:18:00,1
2019-05-29 14:13:00,1
2019-05-29 14:35:00,1
2019-05-29 15:18:00,1
2019-05-29 16:21:00,1
2019-05-29 16:52:00,1
2019-05-29 19:17:00,1
2019-05-29 19:55:00,1
2019-05-29 19:58:00,1
2019-05-29 20:55:00,1
2019-05-29 21:24:00,1
2019-05-29 21:25:00,1
2019-05-29 22:13:00,1
2019-05-29 22:34:00,1
2019-05-29 22:48:00,1
2019-05-29 23:11:00,3
2019-05-29 23:12:00,18
2019-05-29 23:13:00,7
2019-05-29 23:14:00,4
2019-05-29 23:41:00,1
2019-05-29 23:51:00,1
2019-05-29 23:52:00,4
2019-05-29 23:53:00,4
2019-05-29 23:54:00,5
2019-05-29 23:55:00,4
2019-05-29 23:56:00,4
