98,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-05-29 04:30:00,3
2019-05-29 04:43:00,1
2019-05-29 08:31:00,6
2019-05-29 11:19:00,1
2019-05-29 11:46:00,1
2019-05-29 13:00:00,2
2019-05-29 13:01:00,2
2019-05-29 13:02:00,1
2019-05-29 13:04:00,3
2019-05-29 13:05:00,5
2019-05-29 13:06:00,5
2019-05-29 13:07:00,6
2019-05-29 13:08:00,2
2019-05-29 13:12:00,3
2019-05-29 13:14:00,2
2019-05-29 13:15:00,6
2019-05-29 13:16:00,1
2019-05-29 15:00:00,2
2019-05-29 21:54:00,1
2019-05-29 21:55:00,1
2019-05-29 21:56:00,1
2019-05-29 22:09:00,1
2019-05-29 22:20:00,6
2019-05-29 22:22:00,13
2019-05-29 22:29:00,4
2019-05-29 22:30:00,6
2019-05-29 22:31:00,2
2019-05-29 22:32:00,11
