250,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-05-29 00:43:00,1
2019-05-29 01:49:00,1
2019-05-29 02:29:00,1
2019-05-29 16:49:00,1
2019-05-29 17:05:00,28
2019-05-29 17:06:00,36
2019-05-29 17:07:00,41
2019-05-29 17:08:00,43
2019-05-29 17:09:00,42
2019-05-29 17:10:00,29
2019-05-29 17:11:00,4
2019-05-29 18:21:00,14
2019-05-29 18:22:00,6
2019-05-29 18:57:00,1
2019-05-29 19:00:00,1
2019-05-29 21:21:00,1
