2,"SELECT --top #   specObjID, bestObjID, id   into MyDB.Y2b FROM MyDB.Y2a AS y   join SpecObjAll as s on y.objid=s.bestobjid"
2019-05-29 08:23:00,1
2019-05-29 08:58:00,1
