3,"SELECT    m.id, m.ra AS ra1, m.dec AS dec1, m.cluster AS cluster ,n.objid, n.distance, o.ra AS ra2, o.dec AS dec2, o.objid AS newobjid   into MyDB.GGAlla FROM MyDB.GGAll AS m    CROSS APPLY dbo.fGetNearestObjEq( m.ra, m.dec, #) AS n    JOIN PhotoObj AS o ON n.objid=o.objid"
2019-05-29 16:39:00,2
2019-05-29 16:41:00,1
