29,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n JOIN PhotoPrimary p ON n.objID=p.objID  AND p.u BETWEEN # AND # AND p.g BETWEEN # AND # AND p.r BETWEEN # AND # AND p.i BETWEEN # AND # AND p.z BETWEEN # AND #"
2019-05-29 13:31:00,1
2019-05-29 13:32:00,1
2019-05-29 13:33:00,1
2019-05-29 13:34:00,1
2019-05-29 13:35:00,1
2019-05-29 13:36:00,1
2019-05-29 13:37:00,1
2019-05-29 13:39:00,1
2019-05-29 13:40:00,1
2019-05-29 13:41:00,1
2019-05-29 13:42:00,1
2019-05-29 13:43:00,1
2019-05-29 13:44:00,1
2019-05-29 13:45:00,1
2019-05-29 13:47:00,1
2019-05-29 13:50:00,1
2019-05-29 13:52:00,1
2019-05-29 13:54:00,1
2019-05-29 13:57:00,1
2019-05-29 13:59:00,1
2019-05-29 14:02:00,1
2019-05-29 14:04:00,1
2019-05-29 14:07:00,1
2019-05-29 14:09:00,1
2019-05-29 14:11:00,1
2019-05-29 14:13:00,1
2019-05-29 14:14:00,1
2019-05-29 14:16:00,1
2019-05-29 14:17:00,1
