5751,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-05-29 00:00:00,6
2019-05-29 00:01:00,8
2019-05-29 00:02:00,8
2019-05-29 00:03:00,7
2019-05-29 00:04:00,3
2019-05-29 00:05:00,6
2019-05-29 00:06:00,10
2019-05-29 00:07:00,4
2019-05-29 00:08:00,10
2019-05-29 00:09:00,6
2019-05-29 00:10:00,10
2019-05-29 00:11:00,10
2019-05-29 00:12:00,13
2019-05-29 00:13:00,11
2019-05-29 00:14:00,6
2019-05-29 00:15:00,8
2019-05-29 00:16:00,8
2019-05-29 00:17:00,10
2019-05-29 00:18:00,10
2019-05-29 00:19:00,6
2019-05-29 00:20:00,15
2019-05-29 00:21:00,9
2019-05-29 00:22:00,6
2019-05-29 00:23:00,8
2019-05-29 00:24:00,10
2019-05-29 00:25:00,12
2019-05-29 00:26:00,6
2019-05-29 00:27:00,6
2019-05-29 00:28:00,8
2019-05-29 00:29:00,12
2019-05-29 00:30:00,8
2019-05-29 00:31:00,8
2019-05-29 00:32:00,8
2019-05-29 00:33:00,12
2019-05-29 00:34:00,5
2019-05-29 00:35:00,7
2019-05-29 00:36:00,8
2019-05-29 00:37:00,4
2019-05-29 00:38:00,4
2019-05-29 00:39:00,8
2019-05-29 00:40:00,4
2019-05-29 00:41:00,7
2019-05-29 00:42:00,5
2019-05-29 00:43:00,8
2019-05-29 00:44:00,8
2019-05-29 00:45:00,16
2019-05-29 00:46:00,10
2019-05-29 00:47:00,7
2019-05-29 00:48:00,13
2019-05-29 00:49:00,8
2019-05-29 00:50:00,6
2019-05-29 00:51:00,10
2019-05-29 00:52:00,8
2019-05-29 00:53:00,8
2019-05-29 00:54:00,13
2019-05-29 00:55:00,9
2019-05-29 00:56:00,7
2019-05-29 00:57:00,13
2019-05-29 00:58:00,10
2019-05-29 00:59:00,8
2019-05-29 01:00:00,8
2019-05-29 01:01:00,14
2019-05-29 01:02:00,20
2019-05-29 01:03:00,12
2019-05-29 01:04:00,17
2019-05-29 01:05:00,13
2019-05-29 01:06:00,13
2019-05-29 01:07:00,14
2019-05-29 01:08:00,16
2019-05-29 01:09:00,11
2019-05-29 01:10:00,13
2019-05-29 01:11:00,14
2019-05-29 01:12:00,14
2019-05-29 01:13:00,12
2019-05-29 01:14:00,16
2019-05-29 01:15:00,17
2019-05-29 01:16:00,13
2019-05-29 01:17:00,14
2019-05-29 01:18:00,14
2019-05-29 01:19:00,14
2019-05-29 01:20:00,16
2019-05-29 01:21:00,18
2019-05-29 01:22:00,18
2019-05-29 01:23:00,14
2019-05-29 01:24:00,14
2019-05-29 01:25:00,16
2019-05-29 01:26:00,18
2019-05-29 01:27:00,12
2019-05-29 01:28:00,18
2019-05-29 01:29:00,20
2019-05-29 01:30:00,12
2019-05-29 01:31:00,14
2019-05-29 01:32:00,17
2019-05-29 01:33:00,14
2019-05-29 01:34:00,17
2019-05-29 01:35:00,16
2019-05-29 01:36:00,10
2019-05-29 01:37:00,19
2019-05-29 01:38:00,17
2019-05-29 01:39:00,18
2019-05-29 01:40:00,19
2019-05-29 01:41:00,17
2019-05-29 01:42:00,18
2019-05-29 01:43:00,16
2019-05-29 01:44:00,14
2019-05-29 01:45:00,20
2019-05-29 01:46:00,14
2019-05-29 01:47:00,18
