166,"select name,ucd from dbcolumns where tablename = &&& and ( name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&& or  name like &&&)"
2019-05-29 00:45:00,1
2019-05-29 00:47:00,9
2019-05-29 01:46:00,1
2019-05-29 02:46:00,1
2019-05-29 02:57:00,10
2019-05-29 02:58:00,8
2019-05-29 03:34:00,12
2019-05-29 03:35:00,48
2019-05-29 03:36:00,2
2019-05-29 03:45:00,1
2019-05-29 04:45:00,1
2019-05-29 05:35:00,1
2019-05-29 05:42:00,1
2019-05-29 05:45:00,1
2019-05-29 06:45:00,1
2019-05-29 07:44:00,1
2019-05-29 08:45:00,1
2019-05-29 09:02:00,1
2019-05-29 09:45:00,1
2019-05-29 10:45:00,1
2019-05-29 11:47:00,1
2019-05-29 12:27:00,7
2019-05-29 12:28:00,2
2019-05-29 12:45:00,1
2019-05-29 13:23:00,9
2019-05-29 13:46:00,1
2019-05-29 14:03:00,9
2019-05-29 14:45:00,1
2019-05-29 15:36:00,9
2019-05-29 15:45:00,1
2019-05-29 15:46:00,9
2019-05-29 16:04:00,9
2019-05-29 16:45:00,1
2019-05-29 17:45:00,1
2019-05-29 18:45:00,1
2019-05-29 19:45:00,1
