418,"SELECT p.objid, p.type, p.clean, p.ra, p.dec, p.psfMag_u, p.psfMag_g, p.psfMag_r, p.psfMag_i, p.psfMag_z, p.petroR9#_u, p.petroR9#_g, p.petroR9#_r, p.petroR9#_i, p.petroR9#_z, p.psffwhm_u, p.psffwhm_g, p.psffwhm_r, p.psffwhm_i, p.psffwhm_z, p.modelMag_u, p.modelMag_g, p.modelMag_r, p.modelMag_i, p.modelMag_z, pz.z, pz.zErr FROM PhotoObj AS p , dbo.fGetNearbyObjEq(#, #, #) AS n LEFT JOIN Photoz AS pz ON pz.objID = n.objID WHERE n.objID = p.objID"
2019-04-02 22:03:00,2
2019-04-02 22:04:00,13
2019-04-02 22:05:00,7
2019-04-02 22:06:00,11
2019-04-02 22:07:00,12
2019-04-02 22:08:00,11
2019-04-02 22:09:00,11
2019-04-02 22:10:00,9
2019-04-02 22:11:00,14
2019-04-02 22:12:00,14
2019-04-02 22:13:00,11
2019-04-02 22:14:00,9
2019-04-02 22:15:00,11
2019-04-02 22:16:00,11
2019-04-02 22:17:00,15
2019-04-02 22:18:00,7
2019-04-02 22:21:00,1
2019-04-02 22:39:00,5
2019-04-02 22:40:00,8
2019-04-02 22:45:00,6
2019-04-02 22:48:00,8
2019-04-02 22:49:00,6
2019-04-02 22:56:00,5
2019-04-02 22:57:00,5
2019-04-02 22:58:00,11
2019-04-02 22:59:00,6
2019-04-02 23:00:00,8
2019-04-02 23:01:00,5
2019-04-02 23:02:00,8
2019-04-02 23:03:00,7
2019-04-02 23:04:00,6
2019-04-02 23:05:00,3
2019-04-02 23:06:00,7
2019-04-02 23:07:00,7
2019-04-02 23:08:00,7
2019-04-02 23:09:00,11
2019-04-02 23:10:00,7
2019-04-02 23:11:00,8
2019-04-02 23:12:00,12
2019-04-02 23:13:00,16
2019-04-02 23:14:00,8
2019-04-02 23:15:00,8
2019-04-02 23:16:00,8
2019-04-02 23:17:00,9
2019-04-02 23:18:00,12
2019-04-02 23:19:00,8
2019-04-02 23:20:00,8
2019-04-02 23:21:00,8
2019-04-02 23:22:00,8
