3,"SELECT top # Galaxy.ra,Galaxy.dec,Galaxy.dered_u,Galaxy.dered_g,Galaxy.dered_r,Galaxy.dered_i,Galaxy.dered_z,Photoz.z,Photoz.zErr into mydb.MyTable from Photoz,Galaxy WHERE  Galaxy.mode=#  and Galaxy.type=#  and Photoz.z between # and #  and photoErrorClass between # and #  and Galaxy.dered_r between # and #"
2019-04-02 05:57:00,1
2019-04-02 05:58:00,1
2019-04-02 05:59:00,1
