4,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z from galaxy p where (p.u BETWEEN # AND #)"
2019-04-02 07:36:00,1
2019-04-02 07:48:00,1
2019-04-02 08:08:00,1
2019-04-02 08:12:00,1
