5,"select top # p.objid, p.ra, p.dec, s.z as redshift from galaxy p, specobj s where p.objid=s.bestobjid and s.z BETWEEN # AND #"
2019-04-02 07:44:00,1
2019-04-02 07:47:00,1
2019-04-02 08:36:00,1
2019-04-02 08:37:00,1
2019-04-02 08:43:00,1
