31,"select name, type, description from DBObjects where  type in (&&&,&&&) and UPPER(name) like &&&"
2019-04-02 00:00:00,1
2019-04-02 00:44:00,1
2019-04-02 00:47:00,1
2019-04-02 01:11:00,1
2019-04-02 01:20:00,1
2019-04-02 07:24:00,1
2019-04-02 07:39:00,1
2019-04-02 11:18:00,1
2019-04-02 12:02:00,10
2019-04-02 15:09:00,2
2019-04-02 15:29:00,1
2019-04-02 17:48:00,2
2019-04-02 17:49:00,1
2019-04-02 20:53:00,2
2019-04-02 20:54:00,2
2019-04-02 23:18:00,1
2019-04-02 23:19:00,1
2019-04-02 23:49:00,1
