1519,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-04-02 00:00:00,8
2019-04-02 00:01:00,19
2019-04-02 00:02:00,22
2019-04-02 00:03:00,29
2019-04-02 00:04:00,46
2019-04-02 00:05:00,11
2019-04-02 00:06:00,25
2019-04-02 00:07:00,19
2019-04-02 00:08:00,14
2019-04-02 00:09:00,9
2019-04-02 00:10:00,5
2019-04-02 00:11:00,3
2019-04-02 00:12:00,3
2019-04-02 00:13:00,8
2019-04-02 00:14:00,9
2019-04-02 00:15:00,18
2019-04-02 00:16:00,7
2019-04-02 00:17:00,5
2019-04-02 00:18:00,14
2019-04-02 00:19:00,3
2019-04-02 00:20:00,6
2019-04-02 00:21:00,10
2019-04-02 00:22:00,12
2019-04-02 00:23:00,1
2019-04-02 00:24:00,7
2019-04-02 00:25:00,5
2019-04-02 00:26:00,7
2019-04-02 00:27:00,5
2019-04-02 00:28:00,5
2019-04-02 00:29:00,5
2019-04-02 00:30:00,4
2019-04-02 00:32:00,2
2019-04-02 00:33:00,1
2019-04-02 00:35:00,2
2019-04-02 00:36:00,20
2019-04-02 00:37:00,35
2019-04-02 00:38:00,28
2019-04-02 00:39:00,18
2019-04-02 00:40:00,13
2019-04-02 00:41:00,11
2019-04-02 00:42:00,17
2019-04-02 00:43:00,8
2019-04-02 00:44:00,1
2019-04-02 00:46:00,1
2019-04-02 00:47:00,1
2019-04-02 00:48:00,1
2019-04-02 00:50:00,1
2019-04-02 00:51:00,2
2019-04-02 00:53:00,1
2019-04-02 00:55:00,2
2019-04-02 01:01:00,1
2019-04-02 01:02:00,1
2019-04-02 01:14:00,2
2019-04-02 01:20:00,1
2019-04-02 22:52:00,1
2019-04-02 22:53:00,3
2019-04-02 22:54:00,5
2019-04-02 22:55:00,5
2019-04-02 22:56:00,1
2019-04-02 22:57:00,4
2019-04-02 22:58:00,10
2019-04-02 22:59:00,13
2019-04-02 23:00:00,3
2019-04-02 23:01:00,2
2019-04-02 23:02:00,3
2019-04-02 23:03:00,3
2019-04-02 23:04:00,11
2019-04-02 23:05:00,11
2019-04-02 23:06:00,19
2019-04-02 23:07:00,18
2019-04-02 23:08:00,18
2019-04-02 23:09:00,25
2019-04-02 23:10:00,21
2019-04-02 23:11:00,11
2019-04-02 23:12:00,13
2019-04-02 23:13:00,22
2019-04-02 23:14:00,23
2019-04-02 23:15:00,33
2019-04-02 23:16:00,22
2019-04-02 23:17:00,14
2019-04-02 23:18:00,12
2019-04-02 23:19:00,13
2019-04-02 23:20:00,9
2019-04-02 23:21:00,18
2019-04-02 23:22:00,5
2019-04-02 23:23:00,14
2019-04-02 23:24:00,18
2019-04-02 23:25:00,12
2019-04-02 23:26:00,24
2019-04-02 23:27:00,23
2019-04-02 23:28:00,13
2019-04-02 23:29:00,21
2019-04-02 23:30:00,42
2019-04-02 23:31:00,12
2019-04-02 23:32:00,26
2019-04-02 23:33:00,43
2019-04-02 23:34:00,34
2019-04-02 23:35:00,33
2019-04-02 23:36:00,25
2019-04-02 23:37:00,14
2019-04-02 23:38:00,31
2019-04-02 23:39:00,15
2019-04-02 23:40:00,15
2019-04-02 23:41:00,47
2019-04-02 23:42:00,12
2019-04-02 23:43:00,18
2019-04-02 23:44:00,18
2019-04-02 23:45:00,9
2019-04-02 23:46:00,28
2019-04-02 23:47:00,6
2019-04-02 23:48:00,7
2019-04-02 23:49:00,3
2019-04-02 23:50:00,4
2019-04-02 23:51:00,4
2019-04-02 23:52:00,9
2019-04-02 23:53:00,6
2019-04-02 23:54:00,4
2019-04-02 23:55:00,7
2019-04-02 23:56:00,5
2019-04-02 23:57:00,4
2019-04-02 23:58:00,15
2019-04-02 23:59:00,13
