259,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-04-02 01:45:00,1
2019-04-02 04:50:00,2
2019-04-02 05:50:00,3
2019-04-02 07:01:00,4
2019-04-02 07:02:00,11
2019-04-02 07:03:00,14
2019-04-02 07:07:00,2
2019-04-02 07:08:00,17
2019-04-02 07:09:00,5
2019-04-02 07:49:00,1
2019-04-02 08:01:00,5
2019-04-02 08:02:00,11
2019-04-02 08:03:00,14
2019-04-02 08:04:00,6
2019-04-02 08:54:00,1
2019-04-02 08:55:00,12
2019-04-02 08:56:00,16
2019-04-02 08:57:00,3
2019-04-02 09:32:00,1
2019-04-02 09:34:00,1
2019-04-02 09:52:00,4
2019-04-02 10:49:00,2
2019-04-02 10:52:00,3
2019-04-02 10:53:00,4
2019-04-02 10:56:00,11
2019-04-02 11:52:00,10
2019-04-02 12:46:00,1
2019-04-02 12:51:00,3
2019-04-02 13:00:00,1
2019-04-02 13:01:00,1
2019-04-02 13:02:00,1
2019-04-02 13:03:00,6
2019-04-02 13:04:00,2
2019-04-02 13:06:00,1
2019-04-02 13:08:00,1
2019-04-02 13:13:00,1
2019-04-02 13:14:00,1
2019-04-02 13:16:00,1
2019-04-02 13:22:00,1
2019-04-02 13:27:00,1
2019-04-02 13:30:00,1
2019-04-02 13:36:00,1
2019-04-02 13:37:00,1
2019-04-02 13:38:00,1
2019-04-02 13:39:00,1
2019-04-02 13:40:00,1
2019-04-02 13:41:00,1
2019-04-02 13:43:00,2
2019-04-02 13:44:00,2
2019-04-02 13:45:00,1
2019-04-02 13:46:00,1
2019-04-02 13:51:00,2
2019-04-02 13:52:00,1
2019-04-02 13:56:00,1
2019-04-02 13:59:00,1
2019-04-02 14:02:00,1
2019-04-02 14:03:00,1
2019-04-02 14:04:00,2
2019-04-02 14:06:00,1
2019-04-02 14:07:00,1
2019-04-02 14:09:00,1
2019-04-02 14:10:00,2
2019-04-02 14:12:00,1
2019-04-02 14:15:00,2
2019-04-02 14:16:00,1
2019-04-02 14:18:00,1
2019-04-02 14:19:00,1
2019-04-02 14:21:00,1
2019-04-02 14:23:00,1
2019-04-02 14:25:00,1
2019-04-02 14:27:00,1
2019-04-02 14:29:00,1
2019-04-02 14:34:00,1
2019-04-02 14:36:00,1
2019-04-02 14:38:00,2
2019-04-02 14:41:00,2
2019-04-02 14:44:00,1
2019-04-02 14:45:00,1
2019-04-02 14:49:00,1
2019-04-02 14:51:00,1
2019-04-02 14:56:00,1
2019-04-02 14:58:00,1
2019-04-02 14:59:00,1
2019-04-02 15:00:00,2
2019-04-02 15:01:00,1
2019-04-02 15:04:00,1
2019-04-02 15:06:00,3
2019-04-02 15:11:00,1
2019-04-02 15:14:00,1
2019-04-02 15:16:00,1
2019-04-02 15:17:00,1
2019-04-02 15:18:00,1
2019-04-02 15:19:00,1
2019-04-02 15:20:00,2
2019-04-02 18:16:00,1
2019-04-02 21:53:00,2
2019-04-02 21:54:00,2
2019-04-02 23:00:00,1
2019-04-02 23:20:00,1
