119,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-04-02 00:12:00,3
2019-04-02 00:13:00,1
2019-04-02 02:14:00,1
2019-04-02 02:15:00,3
2019-04-02 03:12:00,1
2019-04-02 03:15:00,1
2019-04-02 03:16:00,3
2019-04-02 07:13:00,1
2019-04-02 07:42:00,1
2019-04-02 07:43:00,1
2019-04-02 09:09:00,1
2019-04-02 09:10:00,3
2019-04-02 09:15:00,2
2019-04-02 10:01:00,1
2019-04-02 10:03:00,1
2019-04-02 10:04:00,1
2019-04-02 10:32:00,1
2019-04-02 10:34:00,1
2019-04-02 10:37:00,1
2019-04-02 10:38:00,1
2019-04-02 10:40:00,1
2019-04-02 10:43:00,1
2019-04-02 10:45:00,1
2019-04-02 10:50:00,1
2019-04-02 10:51:00,1
2019-04-02 10:56:00,1
2019-04-02 11:22:00,1
2019-04-02 11:24:00,2
2019-04-02 11:36:00,3
2019-04-02 11:49:00,1
2019-04-02 11:54:00,1
2019-04-02 12:10:00,2
2019-04-02 12:13:00,1
2019-04-02 12:14:00,1
2019-04-02 12:35:00,2
2019-04-02 13:34:00,1
2019-04-02 13:51:00,1
2019-04-02 13:52:00,1
2019-04-02 14:02:00,1
2019-04-02 14:05:00,1
2019-04-02 14:45:00,1
2019-04-02 14:52:00,1
2019-04-02 14:53:00,1
2019-04-02 15:02:00,1
2019-04-02 15:15:00,1
2019-04-02 15:19:00,2
2019-04-02 15:20:00,1
2019-04-02 15:24:00,1
2019-04-02 15:34:00,1
2019-04-02 15:43:00,1
2019-04-02 15:48:00,4
2019-04-02 15:53:00,1
2019-04-02 15:56:00,1
2019-04-02 15:58:00,1
2019-04-02 15:59:00,2
2019-04-02 16:03:00,1
2019-04-02 16:07:00,1
2019-04-02 16:10:00,1
2019-04-02 16:11:00,1
2019-04-02 16:14:00,1
2019-04-02 16:24:00,1
2019-04-02 16:25:00,1
2019-04-02 16:26:00,1
2019-04-02 16:27:00,1
2019-04-02 16:36:00,1
2019-04-02 16:57:00,1
2019-04-02 17:49:00,1
2019-04-02 18:00:00,1
2019-04-02 18:21:00,1
2019-04-02 18:23:00,1
2019-04-02 18:38:00,1
2019-04-02 19:03:00,3
2019-04-02 19:09:00,1
2019-04-02 19:10:00,2
2019-04-02 19:25:00,1
2019-04-02 19:47:00,1
2019-04-02 19:50:00,1
2019-04-02 19:52:00,2
2019-04-02 20:03:00,2
2019-04-02 20:07:00,2
2019-04-02 20:40:00,1
2019-04-02 21:07:00,1
2019-04-02 21:56:00,1
2019-04-02 23:14:00,1
2019-04-02 23:15:00,3
2019-04-02 23:25:00,2
2019-04-02 23:32:00,1
2019-04-02 23:35:00,1
2019-04-02 23:36:00,2
2019-04-02 23:42:00,1
