586,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-04-02 00:07:00,1
2019-04-02 00:43:00,1
2019-04-02 02:19:00,42
2019-04-02 02:21:00,42
2019-04-02 03:31:00,42
2019-04-02 03:54:00,42
2019-04-02 06:46:00,42
2019-04-02 08:06:00,42
2019-04-02 08:46:00,18
2019-04-02 09:14:00,1
2019-04-02 09:15:00,1
2019-04-02 10:30:00,84
2019-04-02 10:52:00,1
2019-04-02 11:05:00,42
2019-04-02 11:06:00,21
2019-04-02 11:07:00,17
2019-04-02 11:08:00,8
2019-04-02 11:12:00,18
2019-04-02 11:30:00,1
2019-04-02 11:35:00,42
2019-04-02 14:45:00,6
2019-04-02 14:46:00,36
2019-04-02 16:13:00,18
2019-04-02 19:11:00,18
