397,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-02 08:05:00,1
2019-04-02 08:45:00,11
2019-04-02 08:50:00,2
2019-04-02 08:51:00,4
2019-04-02 09:05:00,1
2019-04-02 09:31:00,1
2019-04-02 09:35:00,6
2019-04-02 09:39:00,1
2019-04-02 09:40:00,2
2019-04-02 09:45:00,20
2019-04-02 09:50:00,20
2019-04-02 10:00:00,11
2019-04-02 10:01:00,10
2019-04-02 10:05:00,19
2019-04-02 10:06:00,6
2019-04-02 10:09:00,1
2019-04-02 10:13:00,1
2019-04-02 10:15:00,4
2019-04-02 10:16:00,1
2019-04-02 10:19:00,1
2019-04-02 10:20:00,5
2019-04-02 10:25:00,1
2019-04-02 10:28:00,1
2019-04-02 10:30:00,1
2019-04-02 10:34:00,1
2019-04-02 11:06:00,1
2019-04-02 11:25:00,1
2019-04-02 11:30:00,1
2019-04-02 12:05:00,1
2019-04-02 12:10:00,1
2019-04-02 12:50:00,4
2019-04-02 12:55:00,4
2019-04-02 13:05:00,2
2019-04-02 13:10:00,1
2019-04-02 13:35:00,3
2019-04-02 13:40:00,1
2019-04-02 14:15:00,1
2019-04-02 14:20:00,1
2019-04-02 14:36:00,1
2019-04-02 14:45:00,1
2019-04-02 14:50:00,1
2019-04-02 15:05:00,5
2019-04-02 15:10:00,1
2019-04-02 15:15:00,1
2019-04-02 15:20:00,1
2019-04-02 15:50:00,2
2019-04-02 15:55:00,4
2019-04-02 16:00:00,2
2019-04-02 16:01:00,1
2019-04-02 16:15:00,3
2019-04-02 16:20:00,3
2019-04-02 16:34:00,1
2019-04-02 16:35:00,1
2019-04-02 16:38:00,1
2019-04-02 16:40:00,1
2019-04-02 16:45:00,4
2019-04-02 16:50:00,1
2019-04-02 16:51:00,2
2019-04-02 16:55:00,3
2019-04-02 17:00:00,3
2019-04-02 17:05:00,13
2019-04-02 17:06:00,14
2019-04-02 17:10:00,20
2019-04-02 17:11:00,28
2019-04-02 17:12:00,5
2019-04-02 17:15:00,18
2019-04-02 17:16:00,9
2019-04-02 20:01:00,1
2019-04-02 20:10:00,5
2019-04-02 20:15:00,13
2019-04-02 20:20:00,9
2019-04-02 20:25:00,3
2019-04-02 20:30:00,10
2019-04-02 20:31:00,1
2019-04-02 20:35:00,7
2019-04-02 20:37:00,1
2019-04-02 20:41:00,1
2019-04-02 20:45:00,1
2019-04-02 20:49:00,1
2019-04-02 20:53:00,1
2019-04-02 20:58:00,1
2019-04-02 21:22:00,2
2019-04-02 21:25:00,2
2019-04-02 21:30:00,2
2019-04-02 21:32:00,1
2019-04-02 21:33:00,1
2019-04-02 21:38:00,1
2019-04-02 21:40:00,1
2019-04-02 21:50:00,5
2019-04-02 21:55:00,4
2019-04-02 22:47:00,1
2019-04-02 22:50:00,4
2019-04-02 22:53:00,1
2019-04-02 22:55:00,2
2019-04-02 23:03:00,1
2019-04-02 23:06:00,1
2019-04-02 23:11:00,1
2019-04-02 23:25:00,1
2019-04-02 23:30:00,2
2019-04-02 23:33:00,1
2019-04-02 23:35:00,2
2019-04-02 23:50:00,1
2019-04-02 23:55:00,1
