58,select * from SpecLineIndex where specObjId=#
2019-06-25 00:34:00,1
2019-06-25 01:24:00,1
2019-06-25 01:49:00,1
2019-06-25 03:10:00,1
2019-06-25 03:37:00,1
2019-06-25 03:41:00,1
2019-06-25 03:56:00,1
2019-06-25 04:15:00,1
2019-06-25 04:34:00,1
2019-06-25 05:27:00,1
2019-06-25 06:30:00,1
2019-06-25 07:23:00,1
2019-06-25 07:29:00,1
2019-06-25 07:31:00,1
2019-06-25 07:32:00,1
2019-06-25 07:37:00,1
2019-06-25 08:06:00,1
2019-06-25 08:24:00,1
2019-06-25 10:18:00,1
2019-06-25 10:41:00,1
2019-06-25 11:23:00,1
2019-06-25 12:45:00,1
2019-06-25 13:30:00,1
2019-06-25 13:32:00,1
2019-06-25 13:42:00,1
2019-06-25 14:11:00,1
2019-06-25 14:16:00,1
2019-06-25 14:22:00,1
2019-06-25 15:07:00,2
2019-06-25 15:09:00,1
2019-06-25 15:10:00,1
2019-06-25 15:16:00,1
2019-06-25 15:24:00,1
2019-06-25 15:26:00,1
2019-06-25 15:30:00,1
2019-06-25 15:35:00,1
2019-06-25 15:36:00,1
2019-06-25 15:38:00,1
2019-06-25 15:46:00,1
2019-06-25 16:53:00,1
2019-06-25 17:10:00,1
2019-06-25 17:23:00,1
2019-06-25 17:28:00,1
2019-06-25 17:34:00,1
2019-06-25 17:35:00,1
2019-06-25 18:01:00,1
2019-06-25 18:51:00,1
2019-06-25 19:41:00,1
2019-06-25 20:16:00,1
2019-06-25 20:28:00,1
2019-06-25 22:44:00,1
2019-06-25 22:59:00,1
2019-06-25 23:03:00,1
2019-06-25 23:05:00,2
2019-06-25 23:51:00,1
2019-06-25 23:57:00,1
