418,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-06-25 04:16:00,1
2019-06-25 05:43:00,1
2019-06-25 08:32:00,5
2019-06-25 08:33:00,5
2019-06-25 08:52:00,8
2019-06-25 08:53:00,12
2019-06-25 08:54:00,3
2019-06-25 09:21:00,5
2019-06-25 09:22:00,11
2019-06-25 09:23:00,10
2019-06-25 09:24:00,5
2019-06-25 09:35:00,4
2019-06-25 09:36:00,13
2019-06-25 09:37:00,4
2019-06-25 09:47:00,5
2019-06-25 09:48:00,7
2019-06-25 10:04:00,6
2019-06-25 10:05:00,12
2019-06-25 10:06:00,4
2019-06-25 10:18:00,6
2019-06-25 10:19:00,16
2019-06-25 10:20:00,5
2019-06-25 10:57:00,2
2019-06-25 10:58:00,13
2019-06-25 10:59:00,12
2019-06-25 11:00:00,7
2019-06-25 11:01:00,7
2019-06-25 11:02:00,11
2019-06-25 11:03:00,12
2019-06-25 11:04:00,14
2019-06-25 11:05:00,9
2019-06-25 11:28:00,2
2019-06-25 11:29:00,18
2019-06-25 11:30:00,18
2019-06-25 11:31:00,15
2019-06-25 11:32:00,18
2019-06-25 11:33:00,15
2019-06-25 11:34:00,18
2019-06-25 11:35:00,18
2019-06-25 11:36:00,18
2019-06-25 11:37:00,17
2019-06-25 11:38:00,17
2019-06-25 11:39:00,2
2019-06-25 15:00:00,1
2019-06-25 15:39:00,1
2019-06-25 15:54:00,1
2019-06-25 16:11:00,1
2019-06-25 17:08:00,1
2019-06-25 21:12:00,1
2019-06-25 23:42:00,1
