10,select top # * from [tmp]
2019-06-25 03:02:00,1
2019-06-25 03:06:00,1
2019-06-25 03:14:00,1
2019-06-25 03:32:00,1
2019-06-25 03:34:00,1
2019-06-25 03:36:00,1
2019-06-25 03:46:00,1
2019-06-25 03:47:00,1
2019-06-25 03:48:00,1
2019-06-25 04:00:00,1
