6337,"SELECT G.objID as sdss_ID, G.ra as RA, G.dec as DEC, P.z as redshift, p.zErr as redshift_err, G.modelMag_u as MODEL_MAG_U, G.modelMag_g as MODEL_MAG_G, G.modelMag_r as MODEL_MAG_R, G.modelMag_i as MODEL_MAG_I, G.modelMag_z as MODEL_MAG_Z, G.modelMagErr_u as MODEL_MAG_U_err, G.modelMagErr_g as MODEL_MAG_G_err, G.modelMagErr_r as MODEL_MAG_R_err, G.modelMagErr_i as MODEL_MAG_I_err, G.modelMagErr_z as MODEL_MAG_Z_err, P.absMagU, P.absMagG, P.absMagR, P.absMagI, P.absMagZ FROM Galaxy as G JOIN dbo.fGetNearbyObjEq(#,#,#) AS GN ON G.objID = GN.objID JOIN Photoz as P ON P.objID = G.objID WHERE G.modelMag_r < # and G.modelMag_g < #"
2019-06-25 21:54:00,20
2019-06-25 21:56:00,53
2019-06-25 21:57:00,56
2019-06-25 21:58:00,54
2019-06-25 21:59:00,20
2019-06-25 22:00:00,6
2019-06-25 22:07:00,1
2019-06-25 22:11:00,29
2019-06-25 22:12:00,66
2019-06-25 22:13:00,66
2019-06-25 22:14:00,64
2019-06-25 22:15:00,67
2019-06-25 22:16:00,63
2019-06-25 22:17:00,67
2019-06-25 22:18:00,65
2019-06-25 22:19:00,67
2019-06-25 22:20:00,66
2019-06-25 22:21:00,65
2019-06-25 22:22:00,66
2019-06-25 22:23:00,64
2019-06-25 22:24:00,64
2019-06-25 22:25:00,33
2019-06-25 22:26:00,29
2019-06-25 22:27:00,61
2019-06-25 22:28:00,63
2019-06-25 22:29:00,61
2019-06-25 22:30:00,59
2019-06-25 22:31:00,63
2019-06-25 22:32:00,61
2019-06-25 22:33:00,59
2019-06-25 22:34:00,62
2019-06-25 22:35:00,60
2019-06-25 22:36:00,59
2019-06-25 22:37:00,59
2019-06-25 22:38:00,61
2019-06-25 22:39:00,62
2019-06-25 22:40:00,61
2019-06-25 22:41:00,62
2019-06-25 22:42:00,58
2019-06-25 22:43:00,60
2019-06-25 22:44:00,62
2019-06-25 22:45:00,59
2019-06-25 22:46:00,54
2019-06-25 22:47:00,61
2019-06-25 22:48:00,58
2019-06-25 22:49:00,58
2019-06-25 22:50:00,59
2019-06-25 22:51:00,60
2019-06-25 22:52:00,60
2019-06-25 22:53:00,57
2019-06-25 22:54:00,58
2019-06-25 22:55:00,59
2019-06-25 22:56:00,53
2019-06-25 22:57:00,58
2019-06-25 22:58:00,57
2019-06-25 22:59:00,58
2019-06-25 23:00:00,58
2019-06-25 23:01:00,57
2019-06-25 23:02:00,56
2019-06-25 23:03:00,56
2019-06-25 23:04:00,56
2019-06-25 23:05:00,59
2019-06-25 23:06:00,54
2019-06-25 23:07:00,56
2019-06-25 23:08:00,56
2019-06-25 23:09:00,59
2019-06-25 23:10:00,53
2019-06-25 23:11:00,57
2019-06-25 23:12:00,58
2019-06-25 23:13:00,57
2019-06-25 23:14:00,56
2019-06-25 23:15:00,54
2019-06-25 23:16:00,47
2019-06-25 23:17:00,56
2019-06-25 23:18:00,56
2019-06-25 23:19:00,53
2019-06-25 23:20:00,55
2019-06-25 23:21:00,57
2019-06-25 23:22:00,55
2019-06-25 23:23:00,53
2019-06-25 23:24:00,55
2019-06-25 23:25:00,53
2019-06-25 23:26:00,53
2019-06-25 23:27:00,55
2019-06-25 23:28:00,52
2019-06-25 23:29:00,52
2019-06-25 23:30:00,53
2019-06-25 23:31:00,53
2019-06-25 23:32:00,55
2019-06-25 23:33:00,54
2019-06-25 23:34:00,55
2019-06-25 23:35:00,54
2019-06-25 23:36:00,53
2019-06-25 23:37:00,52
2019-06-25 23:38:00,53
2019-06-25 23:39:00,53
2019-06-25 23:40:00,51
2019-06-25 23:41:00,52
2019-06-25 23:42:00,49
2019-06-25 23:43:00,52
2019-06-25 23:44:00,53
2019-06-25 23:45:00,53
2019-06-25 23:46:00,49
2019-06-25 23:47:00,49
2019-06-25 23:48:00,52
2019-06-25 23:49:00,52
2019-06-25 23:50:00,52
2019-06-25 23:51:00,52
2019-06-25 23:52:00,52
2019-06-25 23:53:00,55
2019-06-25 23:54:00,55
2019-06-25 23:55:00,54
2019-06-25 23:56:00,50
2019-06-25 23:57:00,51
2019-06-25 23:58:00,50
2019-06-25 23:59:00,52
