24,select * from ELRedshift where specObjId=#
2019-06-25 01:18:00,1
2019-06-25 03:47:00,1
2019-06-25 04:14:00,1
2019-06-25 04:20:00,1
2019-06-25 04:29:00,1
2019-06-25 05:13:00,1
2019-06-25 05:20:00,1
2019-06-25 07:21:00,1
2019-06-25 07:32:00,1
2019-06-25 07:33:00,1
2019-06-25 07:34:00,1
2019-06-25 07:43:00,1
2019-06-25 08:24:00,1
2019-06-25 12:22:00,1
2019-06-25 16:53:00,1
2019-06-25 16:56:00,1
2019-06-25 17:07:00,1
2019-06-25 17:34:00,3
2019-06-25 23:03:00,3
2019-06-25 23:43:00,1
