119,select * from XCRedshift where specObjId=#
2019-06-25 00:06:00,1
2019-06-25 00:52:00,1
2019-06-25 01:07:00,1
2019-06-25 01:35:00,1
2019-06-25 01:39:00,1
2019-06-25 01:43:00,1
2019-06-25 01:44:00,1
2019-06-25 01:46:00,1
2019-06-25 01:48:00,1
2019-06-25 01:49:00,1
2019-06-25 01:51:00,1
2019-06-25 01:57:00,1
2019-06-25 02:00:00,1
2019-06-25 02:05:00,1
2019-06-25 02:33:00,1
2019-06-25 03:04:00,1
2019-06-25 03:05:00,1
2019-06-25 03:10:00,2
2019-06-25 03:11:00,1
2019-06-25 03:12:00,1
2019-06-25 03:16:00,1
2019-06-25 03:18:00,1
2019-06-25 03:19:00,1
2019-06-25 03:25:00,1
2019-06-25 03:43:00,1
2019-06-25 03:47:00,1
2019-06-25 03:51:00,1
2019-06-25 03:56:00,1
2019-06-25 03:57:00,1
2019-06-25 03:58:00,1
2019-06-25 04:01:00,1
2019-06-25 06:25:00,1
2019-06-25 06:55:00,1
2019-06-25 06:59:00,1
2019-06-25 07:05:00,1
2019-06-25 07:12:00,1
2019-06-25 07:14:00,1
2019-06-25 07:28:00,1
2019-06-25 07:31:00,1
2019-06-25 07:42:00,1
2019-06-25 08:24:00,1
2019-06-25 10:10:00,1
2019-06-25 10:50:00,1
2019-06-25 10:51:00,1
2019-06-25 10:55:00,1
2019-06-25 10:58:00,1
2019-06-25 11:18:00,1
2019-06-25 11:19:00,2
2019-06-25 11:22:00,1
2019-06-25 11:30:00,1
2019-06-25 11:53:00,1
2019-06-25 11:55:00,1
2019-06-25 11:59:00,1
2019-06-25 12:02:00,1
2019-06-25 12:06:00,1
2019-06-25 12:25:00,1
2019-06-25 12:26:00,1
2019-06-25 12:27:00,1
2019-06-25 12:49:00,1
2019-06-25 12:52:00,1
2019-06-25 12:57:00,1
2019-06-25 13:29:00,1
2019-06-25 13:33:00,1
2019-06-25 13:41:00,1
2019-06-25 14:21:00,1
2019-06-25 14:23:00,1
2019-06-25 14:27:00,2
2019-06-25 14:28:00,1
2019-06-25 14:30:00,1
2019-06-25 14:32:00,1
2019-06-25 14:59:00,1
2019-06-25 15:03:00,1
2019-06-25 15:04:00,1
2019-06-25 15:05:00,2
2019-06-25 15:10:00,1
2019-06-25 15:35:00,1
2019-06-25 15:38:00,1
2019-06-25 15:42:00,1
2019-06-25 16:37:00,1
2019-06-25 16:39:00,2
2019-06-25 16:53:00,1
2019-06-25 17:07:00,1
2019-06-25 17:16:00,1
2019-06-25 17:25:00,2
2019-06-25 17:35:00,5
2019-06-25 17:52:00,1
2019-06-25 18:01:00,1
2019-06-25 18:02:00,1
2019-06-25 18:04:00,1
2019-06-25 18:11:00,2
2019-06-25 18:37:00,1
2019-06-25 18:51:00,1
2019-06-25 19:13:00,1
2019-06-25 19:24:00,1
2019-06-25 19:29:00,1
2019-06-25 19:31:00,1
2019-06-25 19:33:00,1
2019-06-25 19:43:00,1
2019-06-25 19:51:00,1
2019-06-25 19:55:00,1
2019-06-25 20:13:00,1
2019-06-25 20:16:00,1
2019-06-25 20:18:00,1
2019-06-25 20:40:00,1
2019-06-25 22:02:00,1
2019-06-25 22:20:00,1
2019-06-25 22:41:00,1
2019-06-25 23:02:00,1
