110,select * from SpecLine where specObjId=#
2019-06-25 00:02:00,1
2019-06-25 00:10:00,1
2019-06-25 00:46:00,1
2019-06-25 01:21:00,1
2019-06-25 01:51:00,1
2019-06-25 01:58:00,1
2019-06-25 02:29:00,1
2019-06-25 02:32:00,1
2019-06-25 03:09:00,1
2019-06-25 03:41:00,1
2019-06-25 03:42:00,1
2019-06-25 03:52:00,1
2019-06-25 03:54:00,1
2019-06-25 04:17:00,1
2019-06-25 04:18:00,1
2019-06-25 04:21:00,1
2019-06-25 04:58:00,1
2019-06-25 05:07:00,1
2019-06-25 05:12:00,1
2019-06-25 05:21:00,1
2019-06-25 07:05:00,1
2019-06-25 07:10:00,1
2019-06-25 07:12:00,1
2019-06-25 07:14:00,2
2019-06-25 07:23:00,1
2019-06-25 07:32:00,1
2019-06-25 07:34:00,1
2019-06-25 07:45:00,1
2019-06-25 07:46:00,1
2019-06-25 08:24:00,1
2019-06-25 09:21:00,1
2019-06-25 10:58:00,1
2019-06-25 11:16:00,2
2019-06-25 11:31:00,1
2019-06-25 12:07:00,1
2019-06-25 12:55:00,1
2019-06-25 13:30:00,1
2019-06-25 13:49:00,1
2019-06-25 14:16:00,1
2019-06-25 14:22:00,1
2019-06-25 14:34:00,1
2019-06-25 14:41:00,1
2019-06-25 15:07:00,1
2019-06-25 15:08:00,1
2019-06-25 15:16:00,2
2019-06-25 15:26:00,1
2019-06-25 15:30:00,1
2019-06-25 15:34:00,1
2019-06-25 15:38:00,1
2019-06-25 15:46:00,1
2019-06-25 15:52:00,1
2019-06-25 16:40:00,2
2019-06-25 16:54:00,1
2019-06-25 16:55:00,1
2019-06-25 17:06:00,1
2019-06-25 17:08:00,1
2019-06-25 17:34:00,2
2019-06-25 18:00:00,1
2019-06-25 18:01:00,2
2019-06-25 18:04:00,1
2019-06-25 19:30:00,1
2019-06-25 19:32:00,1
2019-06-25 22:10:00,1
2019-06-25 22:22:00,1
2019-06-25 22:38:00,1
2019-06-25 23:03:00,7
2019-06-25 23:04:00,17
2019-06-25 23:05:00,13
2019-06-25 23:51:00,1
2019-06-25 23:53:00,1
