72,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-09-21 02:48:00,1
2019-09-21 02:52:00,1
2019-09-21 02:57:00,1
2019-09-21 03:00:00,3
2019-09-21 03:02:00,2
2019-09-21 03:03:00,1
2019-09-21 05:13:00,1
2019-09-21 06:16:00,1
2019-09-21 06:22:00,2
2019-09-21 06:28:00,1
2019-09-21 06:29:00,1
2019-09-21 06:32:00,1
2019-09-21 06:33:00,1
2019-09-21 06:34:00,2
2019-09-21 06:35:00,1
2019-09-21 06:54:00,1
2019-09-21 06:55:00,1
2019-09-21 06:59:00,1
2019-09-21 07:00:00,1
2019-09-21 07:01:00,1
2019-09-21 07:28:00,1
2019-09-21 07:29:00,1
2019-09-21 07:30:00,2
2019-09-21 07:32:00,2
2019-09-21 07:36:00,2
2019-09-21 07:37:00,2
2019-09-21 07:38:00,1
2019-09-21 07:39:00,1
2019-09-21 07:40:00,1
2019-09-21 07:41:00,3
2019-09-21 07:42:00,1
2019-09-21 07:59:00,1
2019-09-21 08:10:00,1
2019-09-21 08:50:00,2
2019-09-21 09:07:00,1
2019-09-21 09:33:00,1
2019-09-21 09:44:00,1
2019-09-21 09:45:00,1
2019-09-21 09:56:00,1
2019-09-21 15:41:00,1
2019-09-21 15:42:00,2
2019-09-21 15:43:00,1
2019-09-21 15:44:00,1
2019-09-21 15:46:00,7
2019-09-21 15:47:00,3
2019-09-21 15:48:00,2
2019-09-21 15:49:00,1
2019-09-21 15:50:00,2
2019-09-21 16:14:00,1
