343,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-09-21 00:39:00,9
2019-09-21 00:40:00,2
2019-09-21 00:43:00,1
2019-09-21 00:44:00,1
2019-09-21 01:06:00,2
2019-09-21 01:07:00,4
2019-09-21 01:08:00,2
2019-09-21 01:11:00,2
2019-09-21 01:34:00,1
2019-09-21 01:35:00,9
2019-09-21 01:36:00,2
2019-09-21 01:39:00,2
2019-09-21 02:02:00,6
2019-09-21 02:03:00,4
2019-09-21 02:04:00,1
2019-09-21 02:07:00,2
2019-09-21 02:30:00,6
2019-09-21 02:32:00,2
2019-09-21 02:44:00,11
2019-09-21 02:45:00,2
2019-09-21 02:47:00,2
2019-09-21 02:50:00,2
2019-09-21 03:57:00,5
2019-09-21 03:58:00,3
2019-09-21 03:59:00,2
2019-09-21 04:00:00,2
2019-09-21 04:02:00,2
2019-09-21 04:13:00,8
2019-09-21 04:14:00,2
2019-09-21 04:15:00,2
2019-09-21 04:28:00,8
2019-09-21 04:29:00,2
2019-09-21 04:30:00,1
2019-09-21 04:33:00,2
2019-09-21 04:41:00,4
2019-09-21 04:42:00,4
2019-09-21 04:43:00,4
2019-09-21 04:46:00,2
2019-09-21 04:57:00,4
2019-09-21 04:58:00,6
2019-09-21 04:59:00,2
2019-09-21 05:01:00,2
2019-09-21 05:11:00,2
2019-09-21 05:12:00,8
2019-09-21 05:14:00,2
2019-09-21 05:16:00,2
2019-09-21 05:26:00,4
2019-09-21 05:27:00,6
2019-09-21 05:29:00,2
2019-09-21 05:31:00,2
2019-09-21 05:40:00,2
2019-09-21 05:41:00,6
2019-09-21 05:42:00,2
2019-09-21 05:43:00,2
2019-09-21 05:45:00,2
2019-09-21 05:55:00,4
2019-09-21 05:56:00,5
2019-09-21 05:57:00,1
2019-09-21 05:58:00,2
2019-09-21 05:59:00,2
2019-09-21 06:09:00,6
2019-09-21 06:11:00,4
2019-09-21 06:13:00,3
2019-09-21 06:14:00,1
2019-09-21 06:26:00,2
2019-09-21 06:27:00,6
2019-09-21 06:28:00,2
2019-09-21 06:29:00,2
2019-09-21 06:56:00,4
2019-09-21 06:57:00,1
2019-09-21 06:58:00,1
2019-09-21 07:00:00,2
2019-09-21 07:22:00,2
2019-09-21 07:23:00,7
2019-09-21 07:24:00,2
2019-09-21 07:25:00,2
2019-09-21 07:27:00,2
2019-09-21 07:38:00,8
2019-09-21 07:39:00,2
2019-09-21 07:40:00,2
2019-09-21 07:42:00,2
2019-09-21 07:54:00,4
2019-09-21 07:55:00,4
2019-09-21 07:56:00,4
2019-09-21 07:58:00,2
2019-09-21 08:09:00,6
2019-09-21 08:10:00,2
2019-09-21 08:11:00,2
2019-09-21 08:12:00,2
2019-09-21 08:14:00,2
2019-09-21 08:24:00,6
2019-09-21 08:25:00,2
2019-09-21 08:26:00,2
2019-09-21 08:27:00,1
2019-09-21 08:28:00,2
2019-09-21 08:39:00,6
2019-09-21 08:41:00,2
2019-09-21 08:42:00,2
2019-09-21 08:43:00,1
2019-09-21 08:44:00,2
2019-09-21 09:05:00,8
2019-09-21 09:06:00,2
2019-09-21 09:07:00,2
2019-09-21 09:09:00,2
2019-09-21 09:19:00,6
2019-09-21 09:20:00,2
2019-09-21 09:21:00,4
2019-09-21 09:24:00,2
