81,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-09-21 01:06:00,1
2019-09-21 01:07:00,2
2019-09-21 01:08:00,2
2019-09-21 01:09:00,3
2019-09-21 01:10:00,1
2019-09-21 01:16:00,4
2019-09-21 01:17:00,3
2019-09-21 01:18:00,1
2019-09-21 01:19:00,4
2019-09-21 01:20:00,1
2019-09-21 01:21:00,3
2019-09-21 01:22:00,3
2019-09-21 01:23:00,1
2019-09-21 01:24:00,4
2019-09-21 01:26:00,4
2019-09-21 01:27:00,4
2019-09-21 01:28:00,4
2019-09-21 01:29:00,4
2019-09-21 01:30:00,4
2019-09-21 01:31:00,4
2019-09-21 01:32:00,4
2019-09-21 01:33:00,4
2019-09-21 01:34:00,8
2019-09-21 01:35:00,4
2019-09-21 01:36:00,4
