3,"select avg(deVMag_u-deVMag_g),avg(deVMag_g-deVMag_r),avg(deVMag_r-deVMag_i),avg(deVMag_i-deVMag_z),stdev(deVMag_u-deVMag_g),stdev(deVMag_g-deVMag_r),stdev(deVMag_r-deVMag_i),stdev(deVMag_i-deVMag_z)  from buta_mag where z>=# and z<# and deVMag_u># and deVMag_g># and deVMag_r># and deVMag_z>#  select avg(deVMag_u-deVMag_g),avg(deVMag_g-deVMag_r),avg(deVMag_r-deVMag_i),avg(deVMag_i-deVMag_z),stdev(deVMag_u-deVMag_g),stdev(deVMag_g-deVMag_r),stdev(deVMag_r-deVMag_i),stdev(deVMag_i-deVMag_z)  from buta_mag where z>=# and z<# and deVMag_u># and deVMag_g># and deVMag_r># and deVMag_z>#  select avg(deVMag_u-deVMag_g),avg(deVMag_g-deVMag_r),avg(deVMag_r-deVMag_i),avg(deVMag_i-deVMag_z),stdev(deVMag_u-deVMag_g),stdev(deVMag_g-deVMag_r),stdev(deVMag_r-deVMag_i),stdev(deVMag_i-deVMag_z)  from buta_mag where z>=# and z<# and deVMag_u># and deVMag_g># and deVMag_r># and deVMag_z>#  select avg(deVMag_u-deVMag_g),avg(deVMag_g-deVMag_r),avg(deVMag_r-deVMag_i),avg(deVMag_i-deVMag_z),stdev(deVMag_u-deVMag_g),stdev(deVMag_g-deVMag_r),stdev(deVMag_r-deVMag_i),stdev(deVMag_i-deVMag_z)  from buta_mag where z>=# and z<# and deVMag_u># and deVMag_g># and deVMag_r># and deVMag_z>#  select avg(deVMag_u-deVMag_g),avg(deVMag_g-deVMag_r),avg(deVMag_r-deVMag_i),avg(deVMag_i-deVMag_z),stdev(deVMag_u-deVMag_g),stdev(deVMag_g-deVMag_r),stdev(deVMag_r-deVMag_i),stdev(deVMag_i-deVMag_z)  from buta_mag where z>=# and z<# and deVMag_u># and deVMag_g># and deVMag_r># and deVMag_z>#  select avg(deVMag_u-deVMag_g),avg(deVMag_g-deVMag_r),avg(deVMag_r-deVMag_i),avg(deVMag_i-deVMag_z),stdev(deVMag_u-deVMag_g),stdev(deVMag_g-deVMag_r),stdev(deVMag_r-deVMag_i),stdev(deVMag_i-deVMag_z)  from buta_mag where z>=# and z<# and deVMag_u># and deVMag_g># and deVMag_r># and deVMag_z>#"
2019-09-22 00:08:00,1
2019-09-22 00:20:00,1
2019-09-22 00:24:00,1
