55,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-03-31 08:49:00,1
2019-03-31 08:59:00,1
2019-03-31 09:03:00,1
2019-03-31 09:06:00,1
2019-03-31 09:10:00,1
2019-03-31 09:21:00,1
2019-03-31 10:07:00,1
2019-03-31 10:13:00,2
2019-03-31 10:19:00,1
2019-03-31 10:21:00,2
2019-03-31 10:23:00,2
2019-03-31 10:24:00,1
2019-03-31 10:34:00,1
2019-03-31 10:45:00,1
2019-03-31 10:59:00,1
2019-03-31 11:00:00,1
2019-03-31 11:02:00,1
2019-03-31 11:05:00,1
2019-03-31 11:20:00,1
2019-03-31 11:23:00,1
2019-03-31 11:42:00,1
2019-03-31 11:55:00,1
2019-03-31 11:58:00,1
2019-03-31 12:10:00,1
2019-03-31 12:27:00,1
2019-03-31 12:50:00,1
2019-03-31 12:53:00,1
2019-03-31 13:14:00,1
2019-03-31 13:27:00,1
2019-03-31 13:35:00,1
2019-03-31 13:42:00,1
2019-03-31 13:48:00,1
2019-03-31 13:50:00,1
2019-03-31 14:16:00,1
2019-03-31 14:23:00,1
2019-03-31 14:27:00,1
2019-03-31 14:33:00,1
2019-03-31 14:43:00,1
2019-03-31 17:00:00,1
2019-03-31 17:03:00,1
2019-03-31 17:08:00,1
2019-03-31 17:20:00,1
2019-03-31 17:29:00,1
2019-03-31 17:32:00,1
2019-03-31 17:33:00,1
2019-03-31 17:40:00,1
2019-03-31 17:44:00,1
2019-03-31 17:46:00,1
2019-03-31 17:47:00,1
2019-03-31 17:57:00,1
2019-03-31 18:00:00,1
2019-03-31 18:04:00,1
