11857,"SELECT TOP # p.objid,  p.run, p.rerun, p.camcol, p.field, p.obj,  p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,  p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z  FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p  WHERE n.objID=p.objID"
2019-03-31 00:00:00,11
2019-03-31 00:01:00,4
2019-03-31 00:02:00,8
2019-03-31 00:03:00,12
2019-03-31 00:04:00,18
2019-03-31 00:06:00,10
2019-03-31 00:07:00,2
2019-03-31 00:08:00,10
2019-03-31 00:09:00,1
2019-03-31 00:10:00,9
2019-03-31 00:11:00,4
2019-03-31 00:12:00,8
2019-03-31 00:13:00,12
2019-03-31 00:14:00,18
2019-03-31 00:15:00,8
2019-03-31 00:16:00,9
2019-03-31 00:17:00,2
2019-03-31 00:18:00,10
2019-03-31 00:19:00,1
2019-03-31 00:20:00,11
2019-03-31 00:21:00,4
2019-03-31 00:22:00,8
2019-03-31 00:23:00,12
2019-03-31 00:24:00,18
2019-03-31 00:25:00,8
2019-03-31 00:26:00,9
2019-03-31 00:27:00,2
2019-03-31 00:28:00,8
2019-03-31 00:29:00,1
2019-03-31 00:30:00,11
2019-03-31 00:31:00,4
2019-03-31 00:32:00,8
2019-03-31 00:33:00,12
2019-03-31 00:34:00,20
2019-03-31 00:35:00,8
2019-03-31 00:36:00,9
2019-03-31 00:37:00,2
2019-03-31 00:38:00,2
2019-03-31 00:39:00,7
2019-03-31 00:40:00,11
2019-03-31 00:41:00,4
2019-03-31 00:42:00,8
2019-03-31 00:43:00,12
2019-03-31 00:44:00,18
2019-03-31 00:45:00,8
2019-03-31 00:46:00,9
2019-03-31 00:47:00,2
2019-03-31 00:48:00,6
2019-03-31 00:49:00,3
2019-03-31 00:50:00,11
2019-03-31 00:51:00,4
2019-03-31 00:52:00,8
2019-03-31 00:53:00,12
2019-03-31 00:54:00,18
2019-03-31 00:55:00,8
2019-03-31 00:56:00,9
2019-03-31 00:57:00,2
2019-03-31 00:58:00,6
2019-03-31 00:59:00,3
2019-03-31 01:00:00,11
2019-03-31 01:01:00,4
2019-03-31 01:02:00,8
2019-03-31 01:03:00,12
2019-03-31 01:04:00,18
2019-03-31 01:05:00,8
2019-03-31 01:06:00,9
2019-03-31 01:07:00,2
2019-03-31 01:08:00,6
2019-03-31 01:09:00,3
2019-03-31 01:10:00,11
2019-03-31 01:11:00,4
2019-03-31 01:12:00,8
2019-03-31 01:13:00,12
2019-03-31 01:14:00,18
2019-03-31 01:15:00,8
2019-03-31 01:16:00,9
2019-03-31 01:17:00,2
2019-03-31 01:18:00,2
2019-03-31 01:19:00,7
2019-03-31 01:20:00,11
2019-03-31 01:21:00,4
2019-03-31 01:22:00,8
2019-03-31 01:23:00,12
2019-03-31 01:24:00,18
2019-03-31 01:25:00,8
2019-03-31 01:26:00,9
2019-03-31 01:27:00,2
2019-03-31 01:28:00,2
2019-03-31 01:29:00,7
2019-03-31 01:30:00,11
2019-03-31 01:31:00,4
2019-03-31 01:32:00,8
2019-03-31 01:33:00,12
2019-03-31 01:34:00,18
2019-03-31 01:35:00,8
2019-03-31 01:36:00,9
2019-03-31 01:37:00,2
2019-03-31 01:38:00,2
2019-03-31 01:39:00,7
2019-03-31 01:40:00,11
2019-03-31 01:41:00,4
2019-03-31 01:42:00,8
2019-03-31 01:43:00,14
2019-03-31 01:44:00,18
2019-03-31 01:45:00,8
2019-03-31 01:46:00,9
2019-03-31 01:47:00,2
2019-03-31 01:48:00,2
2019-03-31 01:49:00,7
2019-03-31 01:50:00,11
2019-03-31 01:51:00,4
2019-03-31 01:52:00,8
2019-03-31 01:53:00,12
2019-03-31 01:54:00,18
2019-03-31 01:55:00,8
2019-03-31 01:56:00,9
2019-03-31 01:57:00,2
2019-03-31 01:58:00,2
2019-03-31 01:59:00,7
2019-03-31 02:00:00,11
2019-03-31 02:01:00,4
2019-03-31 02:02:00,8
2019-03-31 02:03:00,12
2019-03-31 02:04:00,18
2019-03-31 02:05:00,8
2019-03-31 02:06:00,9
2019-03-31 02:07:00,2
2019-03-31 02:08:00,2
2019-03-31 02:09:00,7
2019-03-31 02:10:00,11
2019-03-31 02:11:00,4
2019-03-31 02:12:00,8
2019-03-31 02:13:00,12
2019-03-31 02:14:00,18
2019-03-31 02:15:00,8
2019-03-31 02:16:00,9
2019-03-31 02:17:00,2
2019-03-31 02:18:00,2
2019-03-31 02:19:00,7
2019-03-31 02:20:00,11
2019-03-31 02:21:00,4
2019-03-31 02:22:00,8
2019-03-31 02:23:00,14
2019-03-31 02:24:00,18
2019-03-31 02:25:00,8
2019-03-31 02:26:00,9
2019-03-31 02:27:00,2
2019-03-31 02:28:00,2
2019-03-31 02:29:00,7
2019-03-31 02:30:00,11
2019-03-31 02:31:00,4
2019-03-31 02:32:00,8
2019-03-31 02:33:00,12
2019-03-31 02:34:00,18
2019-03-31 02:35:00,8
2019-03-31 02:36:00,9
2019-03-31 02:37:00,2
2019-03-31 02:38:00,2
2019-03-31 02:39:00,7
2019-03-31 02:40:00,11
2019-03-31 02:41:00,4
2019-03-31 02:42:00,8
2019-03-31 02:43:00,12
2019-03-31 02:44:00,18
2019-03-31 02:45:00,8
2019-03-31 02:46:00,9
2019-03-31 02:47:00,2
2019-03-31 02:48:00,2
2019-03-31 02:49:00,7
2019-03-31 02:50:00,11
2019-03-31 02:51:00,4
2019-03-31 02:52:00,8
2019-03-31 02:53:00,12
2019-03-31 02:54:00,18
2019-03-31 02:55:00,8
2019-03-31 02:56:00,9
2019-03-31 02:57:00,2
2019-03-31 02:58:00,2
2019-03-31 02:59:00,7
2019-03-31 03:00:00,11
2019-03-31 03:01:00,4
2019-03-31 03:02:00,8
2019-03-31 03:03:00,12
2019-03-31 03:04:00,17
2019-03-31 03:05:00,6
2019-03-31 03:06:00,11
2019-03-31 03:07:00,2
2019-03-31 03:08:00,2
2019-03-31 03:09:00,7
2019-03-31 03:10:00,11
2019-03-31 03:11:00,4
2019-03-31 03:12:00,8
2019-03-31 03:13:00,12
2019-03-31 03:14:00,18
2019-03-31 03:15:00,8
2019-03-31 03:16:00,9
2019-03-31 03:17:00,2
2019-03-31 03:18:00,2
2019-03-31 03:19:00,7
2019-03-31 03:20:00,11
2019-03-31 03:21:00,4
2019-03-31 03:22:00,8
2019-03-31 03:23:00,12
2019-03-31 03:24:00,18
2019-03-31 03:25:00,8
2019-03-31 03:26:00,9
2019-03-31 03:27:00,2
2019-03-31 03:28:00,2
2019-03-31 03:29:00,7
2019-03-31 03:30:00,11
2019-03-31 03:31:00,4
2019-03-31 03:32:00,8
2019-03-31 03:33:00,12
2019-03-31 03:34:00,18
2019-03-31 03:35:00,6
2019-03-31 03:36:00,11
2019-03-31 03:37:00,2
2019-03-31 03:38:00,2
2019-03-31 03:39:00,7
2019-03-31 03:40:00,11
2019-03-31 03:41:00,4
2019-03-31 03:42:00,8
2019-03-31 03:43:00,14
2019-03-31 03:44:00,18
2019-03-31 03:45:00,6
2019-03-31 03:46:00,11
2019-03-31 03:47:00,2
2019-03-31 03:48:00,2
2019-03-31 03:49:00,7
2019-03-31 03:50:00,11
2019-03-31 03:51:00,4
2019-03-31 03:52:00,8
2019-03-31 03:53:00,12
2019-03-31 03:54:00,18
2019-03-31 03:55:00,6
2019-03-31 03:56:00,11
2019-03-31 03:57:00,2
2019-03-31 03:58:00,2
2019-03-31 03:59:00,7
2019-03-31 04:00:00,11
2019-03-31 04:01:00,4
2019-03-31 04:02:00,8
2019-03-31 04:03:00,14
2019-03-31 04:04:00,17
2019-03-31 04:05:00,1
2019-03-31 04:06:00,16
2019-03-31 04:07:00,2
2019-03-31 04:08:00,2
