2,"select top # p.objid,ra,dec,u,g,r,i from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#, #) n where p.objID = n.objID"
2019-03-31 06:10:00,1
2019-03-31 06:17:00,1
