70,"SELECT TOP # p.ra,p.dec,p.type,p.modelmag_g,p.modelmag_r,p.modelmag_i,p.run,p.rerun,p.camcol,p.field,p.obj,p.objid,dbo.fIAUFromEq(p.ra,p.dec),p.z,p.specobjid,p.specClass FROM SpecPhotoAll as p WHERE p.ra<# and p.ra># and p.dec># and p.dec<# and (p.specClass=# or p.specClass=#) order by p.modelmag_r"
2019-06-11 05:13:00,7
2019-06-11 05:14:00,6
2019-06-11 05:15:00,7
2019-06-11 05:16:00,6
2019-06-11 05:17:00,1
2019-06-11 05:18:00,2
2019-06-11 05:27:00,2
2019-06-11 05:28:00,1
2019-06-11 05:29:00,5
2019-06-11 05:30:00,7
2019-06-11 05:31:00,2
2019-06-11 05:32:00,2
2019-06-11 05:39:00,4
2019-06-11 05:40:00,1
2019-06-11 05:41:00,5
2019-06-11 05:42:00,4
2019-06-11 05:43:00,1
2019-06-11 05:44:00,2
2019-06-11 05:45:00,1
2019-06-11 05:47:00,3
2019-06-11 05:48:00,1
