700,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-06-11 00:00:00,42
2019-06-11 00:01:00,58
2019-06-11 02:20:00,9
2019-06-11 02:21:00,59
2019-06-11 02:22:00,32
2019-06-11 06:43:00,46
2019-06-11 06:44:00,54
2019-06-11 08:40:00,42
2019-06-11 08:41:00,58
2019-06-11 08:42:00,52
2019-06-11 08:43:00,60
2019-06-11 08:44:00,52
2019-06-11 08:45:00,36
2019-06-11 11:51:00,11
2019-06-11 11:52:00,55
2019-06-11 11:53:00,34
