1481,"SELECT  &&& + cast(p.apstar_id as varchar(#)) + &&& + cast(p.apstar_id as varchar(#)) + &&& as apstar_id,    p.apogee_id,p.ra, p.dec, p.glon, p.glat,    p.vhelio_avg,p.vscatter,    a.teff,a.logg,a.metals    FROM apogeeStar p    JOIN fGetNearbyApogeeStarEq(#,#,#) n on p.apstar_id=n.apstar_id    JOIN aspcapStar a on a.apstar_id = p.apstar_id"
2019-06-11 00:00:00,6
2019-06-11 00:01:00,1
2019-06-11 00:07:00,6
2019-06-11 00:10:00,4
2019-06-11 00:11:00,1
2019-06-11 00:17:00,4
2019-06-11 00:20:00,2
2019-06-11 00:21:00,3
2019-06-11 00:27:00,4
2019-06-11 00:30:00,4
2019-06-11 00:31:00,1
2019-06-11 00:37:00,6
2019-06-11 00:40:00,4
2019-06-11 00:41:00,1
2019-06-11 00:47:00,6
2019-06-11 00:50:00,6
2019-06-11 00:51:00,1
2019-06-11 00:57:00,6
2019-06-11 01:00:00,4
2019-06-11 01:01:00,1
2019-06-11 01:07:00,4
2019-06-11 01:10:00,3
2019-06-11 01:11:00,2
2019-06-11 01:17:00,4
2019-06-11 01:20:00,2
2019-06-11 01:21:00,3
2019-06-11 01:27:00,4
2019-06-11 01:30:00,2
2019-06-11 01:31:00,3
2019-06-11 01:37:00,4
2019-06-11 01:40:00,4
2019-06-11 01:41:00,3
2019-06-11 01:47:00,4
2019-06-11 01:50:00,4
2019-06-11 01:51:00,3
2019-06-11 01:57:00,4
2019-06-11 02:00:00,2
2019-06-11 02:01:00,3
2019-06-11 02:07:00,6
2019-06-11 02:10:00,4
2019-06-11 02:11:00,3
2019-06-11 02:17:00,2
2019-06-11 02:20:00,8
2019-06-11 02:21:00,5
2019-06-11 02:24:00,7
2019-06-11 02:25:00,2
2019-06-11 02:31:00,6
2019-06-11 02:34:00,2
2019-06-11 02:35:00,3
2019-06-11 02:41:00,4
2019-06-11 02:44:00,4
2019-06-11 02:45:00,3
2019-06-11 02:51:00,2
2019-06-11 02:53:00,4
2019-06-11 02:54:00,2
2019-06-11 02:55:00,3
2019-06-11 03:03:00,4
2019-06-11 03:04:00,4
2019-06-11 03:05:00,3
2019-06-11 03:13:00,4
2019-06-11 03:14:00,2
2019-06-11 03:15:00,3
2019-06-11 03:23:00,4
2019-06-11 03:24:00,2
2019-06-11 03:25:00,3
2019-06-11 03:33:00,4
2019-06-11 03:34:00,2
2019-06-11 03:35:00,3
2019-06-11 03:43:00,6
2019-06-11 03:44:00,2
2019-06-11 03:45:00,3
2019-06-11 03:53:00,4
2019-06-11 03:54:00,4
2019-06-11 03:55:00,3
2019-06-11 04:03:00,4
2019-06-11 04:04:00,2
2019-06-11 04:05:00,3
2019-06-11 04:13:00,4
2019-06-11 04:14:00,2
2019-06-11 04:15:00,3
2019-06-11 04:23:00,4
2019-06-11 04:24:00,4
2019-06-11 04:25:00,3
2019-06-11 04:33:00,4
2019-06-11 04:34:00,2
2019-06-11 04:35:00,3
2019-06-11 04:43:00,4
2019-06-11 04:44:00,4
2019-06-11 04:45:00,3
2019-06-11 04:53:00,6
2019-06-11 04:54:00,4
2019-06-11 04:55:00,3
2019-06-11 05:03:00,4
2019-06-11 05:04:00,4
2019-06-11 05:05:00,3
2019-06-11 05:13:00,6
2019-06-11 05:14:00,2
2019-06-11 05:15:00,3
2019-06-11 05:23:00,6
2019-06-11 05:24:00,2
2019-06-11 05:25:00,3
2019-06-11 05:33:00,4
2019-06-11 05:34:00,2
2019-06-11 05:35:00,3
2019-06-11 05:43:00,4
2019-06-11 05:44:00,2
2019-06-11 05:45:00,3
2019-06-11 05:53:00,4
2019-06-11 05:54:00,4
2019-06-11 05:55:00,3
2019-06-11 06:03:00,4
2019-06-11 06:04:00,4
2019-06-11 06:05:00,3
2019-06-11 06:13:00,4
2019-06-11 06:14:00,2
2019-06-11 06:15:00,3
2019-06-11 06:23:00,4
2019-06-11 06:24:00,4
2019-06-11 06:25:00,3
2019-06-11 06:33:00,4
2019-06-11 06:34:00,2
2019-06-11 06:35:00,3
2019-06-11 06:43:00,4
2019-06-11 06:44:00,2
2019-06-11 06:45:00,3
2019-06-11 06:53:00,4
2019-06-11 06:54:00,4
2019-06-11 06:55:00,3
2019-06-11 07:03:00,4
2019-06-11 07:04:00,4
2019-06-11 07:05:00,3
2019-06-11 07:13:00,4
2019-06-11 07:14:00,2
2019-06-11 07:15:00,3
2019-06-11 07:23:00,4
2019-06-11 07:24:00,2
2019-06-11 07:25:00,3
2019-06-11 07:33:00,4
2019-06-11 07:34:00,2
2019-06-11 07:35:00,3
2019-06-11 07:43:00,6
2019-06-11 07:44:00,2
2019-06-11 07:45:00,3
2019-06-11 07:53:00,4
2019-06-11 07:54:00,2
2019-06-11 07:55:00,3
2019-06-11 08:03:00,4
2019-06-11 08:04:00,2
2019-06-11 08:05:00,3
2019-06-11 08:13:00,6
2019-06-11 08:14:00,2
2019-06-11 08:15:00,3
2019-06-11 08:23:00,4
2019-06-11 08:24:00,2
2019-06-11 08:25:00,3
2019-06-11 08:33:00,4
2019-06-11 08:34:00,2
2019-06-11 08:35:00,3
2019-06-11 08:43:00,4
2019-06-11 08:44:00,2
2019-06-11 08:45:00,3
2019-06-11 08:53:00,6
2019-06-11 08:54:00,2
2019-06-11 08:55:00,3
2019-06-11 09:03:00,4
2019-06-11 09:04:00,4
2019-06-11 09:05:00,3
2019-06-11 09:13:00,4
2019-06-11 09:14:00,4
