93,select * from fDocFunctionParams(&&&)
2019-06-11 00:50:00,1
2019-06-11 01:07:00,1
2019-06-11 02:02:00,2
2019-06-11 02:03:00,1
2019-06-11 03:00:00,2
2019-06-11 03:02:00,1
2019-06-11 04:31:00,1
2019-06-11 05:34:00,2
2019-06-11 05:35:00,10
2019-06-11 05:39:00,2
2019-06-11 05:40:00,10
2019-06-11 06:55:00,1
2019-06-11 07:44:00,1
2019-06-11 08:20:00,1
2019-06-11 08:37:00,1
2019-06-11 08:49:00,2
2019-06-11 08:53:00,1
2019-06-11 09:35:00,1
2019-06-11 09:58:00,1
2019-06-11 10:09:00,1
2019-06-11 10:25:00,1
2019-06-11 12:14:00,1
2019-06-11 13:09:00,1
2019-06-11 13:21:00,7
2019-06-11 13:22:00,8
2019-06-11 13:23:00,5
2019-06-11 13:24:00,6
2019-06-11 14:18:00,1
2019-06-11 14:21:00,1
2019-06-11 14:25:00,1
2019-06-11 15:09:00,1
2019-06-11 15:39:00,1
2019-06-11 16:20:00,1
2019-06-11 17:19:00,1
2019-06-11 17:45:00,1
2019-06-11 18:17:00,1
2019-06-11 18:43:00,1
2019-06-11 20:12:00,1
2019-06-11 20:13:00,1
2019-06-11 20:25:00,1
2019-06-11 20:26:00,1
2019-06-11 20:27:00,1
2019-06-11 20:31:00,2
2019-06-11 20:32:00,1
2019-06-11 21:58:00,1
2019-06-11 22:18:00,2
