3,"select specObjID, bestObjID, class, ra, dec, spectroFlux_u, spectroFlux_g, spectroFlux_r, spectroFlux_i, spectroFlux_z, spectroSynFlux_u, spectroSynFlux_g, spectroSynFlux_r, spectroSynFlux_i, spectroSynFlux_z into mydb.sdssStarQSO from SpecObjAll where bestObjID <> # and (class = &&& or class = &&&)"
2019-06-11 05:15:00,1
2019-06-11 05:46:00,1
2019-06-11 06:11:00,1
