57,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-06-11 03:30:00,2
2019-06-11 04:30:00,4
2019-06-11 05:05:00,1
2019-06-11 05:30:00,2
2019-06-11 06:30:00,4
2019-06-11 07:00:00,1
2019-06-11 09:05:00,2
2019-06-11 10:05:00,2
2019-06-11 10:25:00,1
2019-06-11 12:05:00,2
2019-06-11 12:25:00,3
2019-06-11 14:05:00,1
2019-06-11 14:30:00,3
2019-06-11 14:35:00,1
2019-06-11 15:05:00,5
2019-06-11 15:30:00,3
2019-06-11 15:35:00,5
2019-06-11 16:05:00,8
2019-06-11 16:35:00,1
2019-06-11 17:05:00,2
2019-06-11 17:30:00,2
2019-06-11 20:05:00,1
2019-06-11 20:30:00,1
