112,select * from galSpecIndx where specObjId=#
2019-06-11 02:11:00,1
2019-06-11 03:14:00,1
2019-06-11 06:20:00,1
2019-06-11 06:23:00,1
2019-06-11 06:27:00,1
2019-06-11 06:38:00,1
2019-06-11 06:43:00,1
2019-06-11 06:46:00,1
2019-06-11 06:48:00,1
2019-06-11 06:52:00,1
2019-06-11 06:55:00,1
2019-06-11 06:58:00,1
2019-06-11 07:01:00,1
2019-06-11 07:04:00,1
2019-06-11 07:08:00,1
2019-06-11 07:11:00,1
2019-06-11 07:15:00,1
2019-06-11 07:17:00,1
2019-06-11 07:21:00,1
2019-06-11 07:23:00,1
2019-06-11 07:27:00,1
2019-06-11 07:30:00,1
2019-06-11 07:33:00,1
2019-06-11 07:36:00,1
2019-06-11 07:39:00,1
2019-06-11 07:43:00,1
2019-06-11 07:46:00,1
2019-06-11 07:49:00,1
2019-06-11 07:53:00,1
2019-06-11 07:56:00,1
2019-06-11 07:59:00,1
2019-06-11 08:03:00,1
2019-06-11 08:07:00,1
2019-06-11 08:11:00,1
2019-06-11 08:15:00,1
2019-06-11 08:18:00,1
2019-06-11 08:21:00,1
2019-06-11 08:25:00,1
2019-06-11 08:28:00,1
2019-06-11 08:32:00,1
2019-06-11 08:35:00,1
2019-06-11 08:39:00,1
2019-06-11 08:42:00,1
2019-06-11 08:46:00,1
2019-06-11 08:50:00,1
2019-06-11 08:54:00,1
2019-06-11 08:58:00,1
2019-06-11 09:01:00,1
2019-06-11 09:05:00,1
2019-06-11 09:09:00,1
2019-06-11 09:13:00,1
2019-06-11 09:17:00,1
2019-06-11 09:21:00,1
2019-06-11 09:25:00,1
2019-06-11 09:29:00,1
2019-06-11 09:33:00,1
2019-06-11 09:37:00,1
2019-06-11 09:39:00,1
2019-06-11 09:41:00,1
2019-06-11 09:45:00,1
2019-06-11 09:49:00,1
2019-06-11 09:53:00,1
2019-06-11 09:57:00,1
2019-06-11 10:01:00,1
2019-06-11 10:06:00,1
2019-06-11 10:11:00,1
2019-06-11 10:15:00,1
2019-06-11 10:19:00,1
2019-06-11 10:24:00,1
2019-06-11 10:28:00,1
2019-06-11 10:32:00,1
2019-06-11 10:37:00,1
2019-06-11 10:41:00,1
2019-06-11 10:45:00,1
2019-06-11 10:49:00,1
2019-06-11 10:54:00,1
2019-06-11 10:57:00,1
2019-06-11 11:02:00,1
2019-06-11 11:06:00,1
2019-06-11 11:10:00,1
2019-06-11 11:15:00,1
2019-06-11 11:20:00,1
2019-06-11 11:24:00,1
2019-06-11 11:28:00,1
2019-06-11 11:33:00,1
2019-06-11 11:37:00,1
2019-06-11 11:41:00,1
2019-06-11 11:46:00,1
2019-06-11 11:50:00,1
2019-06-11 11:54:00,1
2019-06-11 11:59:00,1
2019-06-11 12:04:00,1
2019-06-11 12:10:00,1
2019-06-11 12:15:00,1
2019-06-11 12:19:00,1
2019-06-11 12:24:00,1
2019-06-11 12:27:00,1
2019-06-11 12:31:00,1
2019-06-11 12:35:00,1
2019-06-11 12:39:00,1
2019-06-11 12:43:00,1
2019-06-11 12:47:00,1
2019-06-11 12:51:00,1
2019-06-11 12:55:00,1
2019-06-11 13:00:00,1
2019-06-11 13:03:00,1
2019-06-11 13:07:00,1
2019-06-11 13:11:00,1
2019-06-11 13:14:00,1
2019-06-11 13:19:00,1
2019-06-11 17:10:00,1
2019-06-11 20:06:00,1
