1241,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-06-11 00:00:00,1
2019-06-11 00:02:00,3
2019-06-11 00:03:00,4
2019-06-11 00:04:00,4
2019-06-11 00:05:00,5
2019-06-11 00:06:00,3
2019-06-11 00:15:00,4
2019-06-11 00:16:00,7
2019-06-11 00:17:00,5
2019-06-11 00:18:00,1
2019-06-11 00:26:00,3
2019-06-11 00:27:00,7
2019-06-11 00:28:00,3
2019-06-11 00:29:00,1
2019-06-11 00:30:00,8
2019-06-11 00:31:00,3
2019-06-11 00:32:00,2
2019-06-11 00:33:00,2
2019-06-11 00:34:00,1
2019-06-11 00:49:00,4
2019-06-11 00:50:00,3
2019-06-11 00:56:00,3
2019-06-11 00:57:00,2
2019-06-11 01:03:00,2
2019-06-11 01:04:00,2
2019-06-11 01:05:00,3
2019-06-11 01:06:00,3
2019-06-11 01:07:00,9
2019-06-11 01:08:00,10
2019-06-11 01:09:00,6
2019-06-11 01:10:00,6
2019-06-11 01:11:00,8
2019-06-11 01:12:00,4
2019-06-11 01:13:00,6
2019-06-11 01:14:00,1
2019-06-11 01:15:00,3
2019-06-11 01:16:00,7
2019-06-11 01:17:00,2
2019-06-11 01:18:00,2
2019-06-11 01:19:00,4
2019-06-11 01:20:00,5
2019-06-11 01:21:00,4
2019-06-11 01:22:00,5
2019-06-11 01:23:00,2
2019-06-11 01:24:00,5
2019-06-11 01:25:00,1
2019-06-11 01:26:00,4
2019-06-11 01:27:00,6
2019-06-11 01:28:00,3
2019-06-11 01:29:00,1
2019-06-11 01:30:00,5
2019-06-11 01:32:00,2
2019-06-11 01:33:00,1
2019-06-11 01:48:00,3
2019-06-11 01:49:00,2
2019-06-11 01:50:00,4
2019-06-11 01:51:00,4
2019-06-11 01:52:00,5
2019-06-11 02:01:00,3
2019-06-11 02:02:00,6
2019-06-11 02:03:00,4
2019-06-11 02:04:00,2
2019-06-11 02:05:00,1
2019-06-11 02:06:00,5
2019-06-11 02:07:00,9
2019-06-11 02:08:00,4
2019-06-11 02:09:00,3
2019-06-11 02:15:00,3
2019-06-11 02:16:00,4
2019-06-11 02:17:00,4
2019-06-11 02:18:00,3
2019-06-11 02:19:00,2
2019-06-11 02:20:00,2
2019-06-11 02:22:00,1
2019-06-11 02:23:00,3
2019-06-11 02:24:00,6
2019-06-11 02:25:00,3
2019-06-11 02:27:00,4
2019-06-11 02:28:00,4
2019-06-11 02:29:00,5
2019-06-11 02:30:00,3
2019-06-11 02:31:00,2
2019-06-11 04:28:00,1
2019-06-11 04:37:00,1
2019-06-11 04:46:00,3
2019-06-11 05:49:00,1
2019-06-11 06:34:00,1
2019-06-11 08:38:00,1
2019-06-11 08:39:00,8
2019-06-11 08:40:00,3
2019-06-11 08:42:00,2
2019-06-11 08:45:00,2
2019-06-11 08:46:00,2
2019-06-11 08:55:00,9
2019-06-11 08:56:00,6
2019-06-11 08:57:00,6
2019-06-11 08:58:00,1
2019-06-11 08:59:00,2
2019-06-11 09:00:00,2
2019-06-11 09:01:00,1
2019-06-11 09:02:00,5
2019-06-11 09:03:00,2
2019-06-11 09:04:00,2
2019-06-11 09:05:00,5
2019-06-11 09:06:00,1
2019-06-11 09:07:00,2
2019-06-11 09:08:00,2
2019-06-11 09:09:00,8
2019-06-11 09:11:00,5
2019-06-11 09:12:00,6
2019-06-11 09:13:00,4
2019-06-11 09:14:00,3
2019-06-11 09:16:00,3
2019-06-11 09:17:00,1
2019-06-11 09:18:00,4
2019-06-11 09:19:00,2
2019-06-11 09:20:00,2
2019-06-11 09:21:00,4
2019-06-11 09:22:00,2
2019-06-11 09:23:00,7
2019-06-11 09:24:00,2
2019-06-11 09:25:00,3
2019-06-11 09:26:00,3
2019-06-11 09:29:00,4
2019-06-11 09:30:00,2
2019-06-11 09:31:00,1
2019-06-11 09:32:00,3
2019-06-11 09:35:00,1
2019-06-11 09:37:00,2
2019-06-11 09:38:00,1
2019-06-11 09:39:00,2
2019-06-11 09:40:00,1
2019-06-11 09:41:00,2
2019-06-11 09:42:00,3
2019-06-11 09:43:00,1
2019-06-11 09:44:00,3
2019-06-11 09:45:00,3
2019-06-11 09:46:00,4
2019-06-11 09:47:00,7
2019-06-11 09:49:00,2
2019-06-11 09:50:00,6
2019-06-11 09:51:00,2
2019-06-11 09:52:00,2
2019-06-11 09:53:00,4
2019-06-11 09:54:00,2
2019-06-11 09:55:00,2
