4097,"select objID, ra, dec, raErr, decErr, psfMag_u, psfMagErr_u, psfMag_g, psfMagErr_g, psfMag_r, psfMagErr_r, psfMag_i, psfMagErr_i, psfMag_z, psfMagErr_z, flags, clean from star where ra between # and # and dec between # and # AND flags & dbo.fPhotoFlags(&&&) = # and clean = #"
2019-01-24 00:00:00,13
2019-01-24 00:01:00,4
2019-01-24 00:02:00,11
2019-01-24 00:03:00,6
2019-01-24 00:04:00,12
2019-01-24 00:05:00,18
2019-01-24 00:06:00,14
2019-01-24 00:07:00,33
2019-01-24 00:08:00,24
2019-01-24 00:09:00,6
2019-01-24 00:10:00,13
2019-01-24 00:11:00,11
2019-01-24 00:12:00,14
2019-01-24 00:13:00,12
2019-01-24 00:14:00,16
2019-01-24 00:15:00,13
2019-01-24 00:16:00,8
2019-01-24 00:17:00,16
2019-01-24 00:18:00,29
2019-01-24 00:19:00,11
2019-01-24 00:20:00,5
2019-01-24 00:21:00,7
2019-01-24 00:22:00,18
2019-01-24 00:23:00,10
2019-01-24 00:24:00,10
2019-01-24 00:25:00,10
2019-01-24 00:26:00,9
2019-01-24 00:27:00,10
2019-01-24 00:28:00,6
2019-01-24 00:29:00,9
2019-01-24 00:30:00,15
2019-01-24 00:31:00,12
2019-01-24 00:32:00,6
2019-01-24 00:33:00,13
2019-01-24 00:34:00,11
2019-01-24 00:35:00,3
2019-01-24 00:36:00,10
2019-01-24 00:37:00,13
2019-01-24 00:38:00,12
2019-01-24 00:39:00,3
2019-01-24 00:40:00,15
2019-01-24 00:41:00,9
2019-01-24 00:42:00,10
2019-01-24 00:43:00,8
2019-01-24 00:44:00,10
2019-01-24 00:45:00,12
2019-01-24 00:46:00,23
2019-01-24 00:47:00,34
2019-01-24 00:48:00,28
2019-01-24 00:49:00,33
2019-01-24 00:50:00,33
2019-01-24 00:51:00,32
2019-01-24 00:52:00,33
2019-01-24 00:53:00,33
2019-01-24 00:54:00,32
2019-01-24 00:55:00,33
2019-01-24 00:56:00,34
2019-01-24 00:57:00,34
2019-01-24 00:58:00,27
2019-01-24 00:59:00,26
2019-01-24 01:00:00,26
2019-01-24 01:01:00,31
2019-01-24 01:02:00,32
2019-01-24 01:03:00,33
2019-01-24 01:04:00,29
2019-01-24 01:05:00,28
2019-01-24 01:06:00,31
2019-01-24 01:07:00,26
2019-01-24 01:08:00,30
2019-01-24 01:09:00,30
2019-01-24 01:10:00,26
2019-01-24 01:11:00,25
2019-01-24 01:12:00,23
2019-01-24 01:13:00,21
2019-01-24 01:14:00,18
2019-01-24 01:15:00,21
2019-01-24 01:16:00,25
2019-01-24 01:17:00,28
2019-01-24 01:18:00,26
2019-01-24 01:19:00,31
2019-01-24 01:20:00,35
2019-01-24 01:21:00,34
2019-01-24 01:22:00,29
2019-01-24 01:23:00,33
2019-01-24 01:24:00,31
2019-01-24 01:25:00,31
2019-01-24 01:26:00,22
2019-01-24 01:27:00,26
2019-01-24 01:28:00,16
2019-01-24 01:29:00,23
2019-01-24 01:30:00,34
2019-01-24 01:31:00,34
2019-01-24 01:32:00,29
2019-01-24 01:33:00,38
2019-01-24 01:34:00,42
2019-01-24 01:35:00,38
2019-01-24 01:36:00,16
2019-01-24 01:37:00,33
2019-01-24 01:38:00,44
2019-01-24 01:39:00,37
2019-01-24 01:40:00,38
2019-01-24 01:41:00,19
2019-01-24 01:42:00,20
2019-01-24 01:43:00,21
2019-01-24 01:44:00,36
2019-01-24 01:45:00,17
2019-01-24 01:46:00,18
2019-01-24 01:47:00,17
2019-01-24 01:48:00,17
2019-01-24 01:49:00,8
2019-01-24 01:50:00,21
2019-01-24 01:51:00,5
2019-01-24 01:52:00,24
2019-01-24 01:53:00,7
2019-01-24 01:54:00,21
2019-01-24 01:55:00,14
2019-01-24 01:56:00,7
2019-01-24 01:57:00,20
2019-01-24 01:58:00,11
2019-01-24 01:59:00,15
2019-01-24 02:00:00,17
2019-01-24 02:01:00,36
2019-01-24 02:02:00,22
2019-01-24 02:03:00,32
2019-01-24 02:04:00,36
2019-01-24 02:05:00,28
2019-01-24 02:06:00,28
2019-01-24 02:07:00,29
2019-01-24 02:08:00,34
2019-01-24 02:09:00,21
2019-01-24 02:10:00,20
2019-01-24 02:11:00,16
2019-01-24 02:12:00,19
2019-01-24 02:13:00,24
2019-01-24 02:14:00,34
2019-01-24 02:15:00,34
2019-01-24 02:16:00,33
2019-01-24 02:17:00,34
2019-01-24 02:18:00,37
2019-01-24 02:19:00,38
2019-01-24 02:20:00,26
2019-01-24 02:21:00,39
2019-01-24 02:22:00,36
2019-01-24 02:23:00,11
2019-01-24 02:24:00,38
2019-01-24 02:25:00,23
2019-01-24 02:26:00,33
2019-01-24 02:27:00,41
2019-01-24 02:28:00,42
2019-01-24 02:29:00,50
2019-01-24 02:30:00,22
2019-01-24 02:31:00,24
2019-01-24 02:32:00,2
2019-01-24 02:33:00,31
2019-01-24 02:34:00,2
2019-01-24 02:35:00,27
2019-01-24 02:36:00,13
2019-01-24 02:37:00,13
2019-01-24 02:38:00,23
2019-01-24 02:39:00,3
2019-01-24 02:41:00,22
2019-01-24 02:42:00,17
2019-01-24 02:43:00,51
2019-01-24 02:44:00,56
2019-01-24 02:45:00,45
2019-01-24 02:46:00,52
2019-01-24 02:48:00,44
2019-01-24 02:49:00,6
2019-01-24 02:50:00,5
2019-01-24 02:51:00,5
2019-01-24 02:52:00,5
2019-01-24 02:53:00,8
2019-01-24 02:54:00,9
2019-01-24 02:55:00,12
2019-01-24 02:56:00,11
2019-01-24 02:57:00,9
2019-01-24 02:58:00,14
2019-01-24 02:59:00,10
2019-01-24 03:00:00,10
2019-01-24 03:01:00,9
2019-01-24 03:02:00,9
2019-01-24 03:03:00,14
2019-01-24 03:04:00,11
2019-01-24 03:05:00,15
2019-01-24 03:06:00,17
2019-01-24 03:07:00,20
2019-01-24 03:08:00,21
2019-01-24 03:09:00,21
2019-01-24 03:10:00,2
