287,"select top # p.objid,p.ra,p.dec,dbo.fPhotoTypeN(p.type) as type,u,g,r,i,z,Err_u,Err_g,Err_r,Err_i,Err_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z  from PhotoPrimary p, dbo.fGetNearbyObjEq(#,#,#) n  where p.objId=n.objId"
2019-01-24 00:36:00,1
2019-01-24 00:59:00,1
2019-01-24 01:57:00,1
2019-01-24 01:58:00,9
2019-01-24 02:10:00,9
2019-01-24 02:20:00,9
2019-01-24 02:28:00,9
2019-01-24 02:30:00,9
2019-01-24 02:34:00,9
2019-01-24 02:36:00,9
2019-01-24 02:57:00,9
2019-01-24 02:58:00,1
2019-01-24 03:00:00,9
2019-01-24 03:58:00,10
2019-01-24 04:02:00,9
2019-01-24 04:12:00,1
2019-01-24 04:14:00,1
2019-01-24 04:21:00,1
2019-01-24 04:26:00,1
2019-01-24 04:37:00,3
2019-01-24 04:38:00,6
2019-01-24 04:40:00,9
2019-01-24 04:58:00,2
2019-01-24 04:59:00,1
2019-01-24 05:58:00,1
2019-01-24 07:03:00,1
2019-01-24 07:23:00,1
2019-01-24 08:01:00,1
2019-01-24 09:02:00,1
2019-01-24 09:36:00,1
2019-01-24 10:03:00,2
2019-01-24 10:18:00,9
2019-01-24 10:22:00,9
2019-01-24 10:23:00,1
2019-01-24 10:26:00,2
2019-01-24 11:02:00,1
2019-01-24 11:21:00,9
2019-01-24 11:26:00,9
2019-01-24 11:31:00,9
2019-01-24 11:49:00,17
2019-01-24 11:50:00,1
2019-01-24 11:55:00,9
2019-01-24 11:59:00,1
2019-01-24 12:05:00,9
2019-01-24 12:48:00,9
2019-01-24 12:57:00,9
2019-01-24 12:58:00,1
2019-01-24 13:14:00,9
2019-01-24 13:41:00,9
2019-01-24 13:57:00,1
2019-01-24 13:58:00,1
2019-01-24 14:43:00,9
2019-01-24 14:57:00,1
2019-01-24 15:58:00,1
2019-01-24 16:57:00,1
2019-01-24 17:25:00,1
2019-01-24 17:29:00,1
2019-01-24 17:39:00,9
2019-01-24 17:58:00,1
2019-01-24 18:57:00,1
