29,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-01-24 14:50:00,1
2019-01-24 14:53:00,1
2019-01-24 15:12:00,1
2019-01-24 15:20:00,1
2019-01-24 15:21:00,1
2019-01-24 15:22:00,1
2019-01-24 15:33:00,1
2019-01-24 15:41:00,1
2019-01-24 17:42:00,1
2019-01-24 17:45:00,1
2019-01-24 17:53:00,1
2019-01-24 17:59:00,1
2019-01-24 18:05:00,1
2019-01-24 18:10:00,1
2019-01-24 18:12:00,1
2019-01-24 18:16:00,1
2019-01-24 18:20:00,1
2019-01-24 18:49:00,1
2019-01-24 18:56:00,2
2019-01-24 18:58:00,1
2019-01-24 18:59:00,1
2019-01-24 19:00:00,1
2019-01-24 19:01:00,1
2019-01-24 19:02:00,1
2019-01-24 19:03:00,1
2019-01-24 19:06:00,2
2019-01-24 19:07:00,1
