4097,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-01-24 11:15:00,1
2019-01-24 11:16:00,2
2019-01-24 11:18:00,1
2019-01-24 11:20:00,1
2019-01-24 11:21:00,13
2019-01-24 11:22:00,28
2019-01-24 11:23:00,47
2019-01-24 11:24:00,48
2019-01-24 11:25:00,48
2019-01-24 11:26:00,46
2019-01-24 11:27:00,45
2019-01-24 11:28:00,47
2019-01-24 11:29:00,45
2019-01-24 11:30:00,41
2019-01-24 11:31:00,43
2019-01-24 11:32:00,33
2019-01-24 11:40:00,10
2019-01-24 11:41:00,43
2019-01-24 11:42:00,44
2019-01-24 11:43:00,49
2019-01-24 11:44:00,38
2019-01-24 11:45:00,48
2019-01-24 11:46:00,41
2019-01-24 11:47:00,48
2019-01-24 11:48:00,47
2019-01-24 11:49:00,47
2019-01-24 11:50:00,44
2019-01-24 11:51:00,26
2019-01-24 12:09:00,1
2019-01-24 12:10:00,38
2019-01-24 12:11:00,39
2019-01-24 12:12:00,38
2019-01-24 12:13:00,39
2019-01-24 12:14:00,38
2019-01-24 12:15:00,34
2019-01-24 12:16:00,37
2019-01-24 12:17:00,38
2019-01-24 12:18:00,16
2019-01-24 12:19:00,28
2019-01-24 12:20:00,35
2019-01-24 12:21:00,35
2019-01-24 12:22:00,7
2019-01-24 12:23:00,37
2019-01-24 12:24:00,22
2019-01-24 12:25:00,17
2019-01-24 13:09:00,1
2019-01-24 13:11:00,8
2019-01-24 13:12:00,14
2019-01-24 13:13:00,12
2019-01-24 13:14:00,14
2019-01-24 13:15:00,13
2019-01-24 13:16:00,13
2019-01-24 13:17:00,13
2019-01-24 13:18:00,13
2019-01-24 13:19:00,13
2019-01-24 13:20:00,13
2019-01-24 13:21:00,13
2019-01-24 13:22:00,13
2019-01-24 13:23:00,11
2019-01-24 13:24:00,10
2019-01-24 13:25:00,8
2019-01-24 13:26:00,11
2019-01-24 13:27:00,13
2019-01-24 13:28:00,13
2019-01-24 13:29:00,13
2019-01-24 13:30:00,13
2019-01-24 13:31:00,13
2019-01-24 13:32:00,13
2019-01-24 13:33:00,13
2019-01-24 13:34:00,13
2019-01-24 13:35:00,13
2019-01-24 13:36:00,13
2019-01-24 13:37:00,13
2019-01-24 13:38:00,10
2019-01-24 13:39:00,13
2019-01-24 13:40:00,12
2019-01-24 13:41:00,13
2019-01-24 13:42:00,13
2019-01-24 13:43:00,13
2019-01-24 13:44:00,12
2019-01-24 13:45:00,13
2019-01-24 13:46:00,14
2019-01-24 13:47:00,13
2019-01-24 13:48:00,12
2019-01-24 13:49:00,10
2019-01-24 15:20:00,1
2019-01-24 15:21:00,1
2019-01-24 15:22:00,1
2019-01-24 15:34:00,1
2019-01-24 15:41:00,1
2019-01-24 16:33:00,11
2019-01-24 16:34:00,13
2019-01-24 16:35:00,13
2019-01-24 16:36:00,12
2019-01-24 16:37:00,13
2019-01-24 16:38:00,12
2019-01-24 16:39:00,13
2019-01-24 16:40:00,13
2019-01-24 16:41:00,12
2019-01-24 16:42:00,13
2019-01-24 16:43:00,11
2019-01-24 16:44:00,13
2019-01-24 16:45:00,13
2019-01-24 16:46:00,12
2019-01-24 16:47:00,13
2019-01-24 16:48:00,13
2019-01-24 16:49:00,12
2019-01-24 16:50:00,13
2019-01-24 16:51:00,12
2019-01-24 16:52:00,13
2019-01-24 16:53:00,12
2019-01-24 16:54:00,12
2019-01-24 16:55:00,12
2019-01-24 16:56:00,14
2019-01-24 16:57:00,13
2019-01-24 16:58:00,12
2019-01-24 16:59:00,11
2019-01-24 17:00:00,13
2019-01-24 17:01:00,13
2019-01-24 17:02:00,13
2019-01-24 17:03:00,11
2019-01-24 17:04:00,13
2019-01-24 17:05:00,11
2019-01-24 17:06:00,12
2019-01-24 17:07:00,13
2019-01-24 17:08:00,12
2019-01-24 17:09:00,12
2019-01-24 17:10:00,12
2019-01-24 17:11:00,12
2019-01-24 17:12:00,1
2019-01-24 17:19:00,5
2019-01-24 17:20:00,11
2019-01-24 17:21:00,9
2019-01-24 17:22:00,22
2019-01-24 17:24:00,61
2019-01-24 17:25:00,53
2019-01-24 17:26:00,18
2019-01-24 17:32:00,12
2019-01-24 17:33:00,13
2019-01-24 17:34:00,14
2019-01-24 17:35:00,14
2019-01-24 17:36:00,13
2019-01-24 17:37:00,13
2019-01-24 17:38:00,13
2019-01-24 17:39:00,14
2019-01-24 17:40:00,13
2019-01-24 17:41:00,14
2019-01-24 17:42:00,14
2019-01-24 17:43:00,13
2019-01-24 17:44:00,14
2019-01-24 17:45:00,13
2019-01-24 17:46:00,14
2019-01-24 17:47:00,14
2019-01-24 17:48:00,13
2019-01-24 17:49:00,14
2019-01-24 17:50:00,14
2019-01-24 17:51:00,13
2019-01-24 17:52:00,13
2019-01-24 17:53:00,14
2019-01-24 17:54:00,14
2019-01-24 17:55:00,14
2019-01-24 17:56:00,13
2019-01-24 17:57:00,13
2019-01-24 17:58:00,14
2019-01-24 17:59:00,13
2019-01-24 18:00:00,14
2019-01-24 18:01:00,13
2019-01-24 18:02:00,13
2019-01-24 18:03:00,14
2019-01-24 18:04:00,13
2019-01-24 18:05:00,14
2019-01-24 18:06:00,13
2019-01-24 18:07:00,14
2019-01-24 18:08:00,4
2019-01-24 18:09:00,7
2019-01-24 18:10:00,48
2019-01-24 18:11:00,47
2019-01-24 18:12:00,50
2019-01-24 18:13:00,48
2019-01-24 18:14:00,48
2019-01-24 18:15:00,40
2019-01-24 18:16:00,46
2019-01-24 18:17:00,48
2019-01-24 18:18:00,46
2019-01-24 18:19:00,51
2019-01-24 18:20:00,39
2019-01-24 18:21:00,40
2019-01-24 18:22:00,39
2019-01-24 18:23:00,38
2019-01-24 18:24:00,40
2019-01-24 18:25:00,40
2019-01-24 18:26:00,40
2019-01-24 18:27:00,38
2019-01-24 18:28:00,39
2019-01-24 18:29:00,40
2019-01-24 18:30:00,38
2019-01-24 18:31:00,41
2019-01-24 18:32:00,21
2019-01-24 18:49:00,1
2019-01-24 18:56:00,1
2019-01-24 18:58:00,1
2019-01-24 18:59:00,1
2019-01-24 19:00:00,1
2019-01-24 19:01:00,1
2019-01-24 19:02:00,1
2019-01-24 19:03:00,1
2019-01-24 19:06:00,2
2019-01-24 19:07:00,1
