4,"SELECT s.specObjID, s.plate, s.mjd, s.fiberID, s.ra, s.dec, s.z, s.Class, s.subClass FROM SpecObj AS s WHERE (s.z < #) AND (s.Class = &&& OR (s.Class = &&& AND s.subClass = &&&) OR (s.Class = &&& AND s.subClass = &&&))"
2019-01-24 15:56:00,2
2019-01-24 16:22:00,2
