2,"SELECT   p.objID as objID_p,p.run as run_p,p.camcol as camcol_p,p.field as field_p,p.obj as obj_p,p.ra as ra_p,p.dec as dec_p,p.specObjID as specObjID_p,   s.specObjID as specObjID_s,s.bestObjID as bestObjID_s,s.mjd as mjd_s,s.plate as plate_s,s.fiberID as fiberID_s,s.z as z_s,s.zWarning as zWarning_s into mydb.Mag1#_#ps FROM PhotoObjAll as p   JOIN SpecObjAll as s ON s.bestObjID=p.objID and s.specObjID=p.specObjID WHERE   p.mode=#   AND p.type=#   AND p.petroMag_g BETWEEN # and #   AND s.z BETWEEN # and #   AND p.ra BETWEEN # and #   AND p.dec BETWEEN # and # ORDER BY p.objID"
2019-12-23 00:32:00,1
2019-12-23 00:33:00,1
