562,select * from fDocFunctionParams(&&&)
2019-12-23 00:07:00,19
2019-12-23 00:08:00,2
2019-12-23 00:15:00,25
2019-12-23 00:16:00,5
2019-12-23 05:21:00,2
2019-12-23 05:40:00,7
2019-12-23 05:41:00,6
2019-12-23 06:02:00,2
2019-12-23 06:03:00,5
2019-12-23 06:04:00,2
2019-12-23 06:22:00,2
2019-12-23 06:53:00,1
2019-12-23 06:58:00,1
2019-12-23 07:32:00,1
2019-12-23 07:39:00,6
2019-12-23 07:40:00,7
2019-12-23 07:41:00,5
2019-12-23 07:42:00,8
2019-12-23 07:43:00,10
2019-12-23 07:44:00,8
2019-12-23 07:45:00,10
2019-12-23 07:46:00,2
2019-12-23 08:28:00,1
2019-12-23 09:35:00,2
2019-12-23 09:56:00,2
2019-12-23 12:39:00,1
2019-12-23 13:05:00,2
2019-12-23 14:25:00,3
2019-12-23 14:57:00,2
2019-12-23 14:58:00,50
2019-12-23 15:00:00,40
2019-12-23 15:01:00,89
2019-12-23 15:02:00,80
2019-12-23 15:03:00,14
2019-12-23 15:47:00,12
2019-12-23 15:48:00,62
2019-12-23 15:49:00,28
2019-12-23 15:50:00,22
2019-12-23 16:16:00,7
2019-12-23 16:55:00,3
2019-12-23 18:35:00,1
2019-12-23 21:25:00,3
2019-12-23 22:01:00,2
