1048,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-12-23 00:09:00,54
2019-12-23 00:35:00,1
2019-12-23 01:18:00,42
2019-12-23 01:48:00,42
2019-12-23 02:10:00,74
2019-12-23 02:43:00,42
2019-12-23 03:23:00,42
2019-12-23 07:34:00,3
2019-12-23 09:33:00,42
2019-12-23 10:57:00,42
2019-12-23 11:09:00,130
2019-12-23 11:15:00,2
2019-12-23 11:51:00,2
2019-12-23 13:04:00,42
2019-12-23 13:38:00,18
2019-12-23 14:55:00,106
2019-12-23 15:58:00,18
2019-12-23 16:17:00,18
2019-12-23 16:56:00,124
2019-12-23 17:45:00,42
2019-12-23 18:43:00,40
2019-12-23 19:03:00,42
2019-12-23 21:38:00,42
2019-12-23 23:01:00,38
