257,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-23 15:36:00,13
2019-12-23 15:37:00,31
2019-12-23 15:38:00,16
2019-12-23 15:39:00,20
2019-12-23 15:40:00,16
2019-12-23 15:46:00,24
2019-12-23 15:47:00,23
2019-12-23 15:48:00,5
2019-12-23 15:49:00,4
2019-12-23 15:50:00,5
2019-12-23 15:51:00,5
2019-12-23 15:52:00,4
2019-12-23 15:53:00,3
2019-12-23 15:54:00,3
2019-12-23 15:55:00,5
2019-12-23 15:56:00,4
2019-12-23 15:57:00,4
2019-12-23 16:31:00,26
2019-12-23 16:32:00,21
2019-12-23 16:33:00,5
2019-12-23 16:34:00,5
2019-12-23 16:35:00,5
2019-12-23 16:36:00,4
2019-12-23 16:37:00,4
2019-12-23 16:38:00,2
