2,"SELECT t.objID,t.ra,t.dec,t.g INTO mydb.A7#_fobs FROM dbo.PhotoObjAll as t where   SQRT(POWER(((#-t.ra)*cos((t.dec)*(#/#))),#)+(POWER((#-t.dec),#))) > # and   t.g > # and   t.g < #"
2019-12-23 00:14:00,1
2019-12-23 00:15:00,1
