27,select * from SpecObjAll where specObjId=#
2019-09-08 00:52:00,1
2019-09-08 02:45:00,1
2019-09-08 04:34:00,1
2019-09-08 05:18:00,1
2019-09-08 05:33:00,1
2019-09-08 05:40:00,1
2019-09-08 06:01:00,1
2019-09-08 08:13:00,1
2019-09-08 09:19:00,1
2019-09-08 09:24:00,1
2019-09-08 09:54:00,1
2019-09-08 10:39:00,1
2019-09-08 11:47:00,1
2019-09-08 12:08:00,1
2019-09-08 14:58:00,1
2019-09-08 15:34:00,1
2019-09-08 17:37:00,1
2019-09-08 18:49:00,1
2019-09-08 19:22:00,1
2019-09-08 19:30:00,1
2019-09-08 20:00:00,1
2019-09-08 20:28:00,1
2019-09-08 21:55:00,1
2019-09-08 22:09:00,1
2019-09-08 22:37:00,1
2019-09-08 22:53:00,1
2019-09-08 22:55:00,1
