3,"select top # plate, MJD, fiberID,  subClass  from specobjall where subClass like &&& and snMedian >= # --[A,B,M] --select distinct subClass from specobjall where subClass like &&&    select top # plate, MJD, fiberID from specobjall where subClass like &&&   --[A,B,Carbon,F,G,K,L,M,O,T]"
2019-09-08 07:56:00,1
2019-09-08 07:58:00,2
