604,"SELECT   p.objid,p.ra,p.dec,p.r,   s.specobjid,s.z,   dbo.fSpecZWarningN(s.zWarning) as warning,   s.plate, s.mjd, s.fiberid   FROM PhotoObj AS p   JOIN SpecObj AS s ON s.bestobjid = p.objid   WHERE   p.ra < #+# and p.ra > #-#   AND p.dec < #+# and p.dec > #-#"
2019-09-08 00:01:00,1
2019-09-08 00:02:00,1
2019-09-08 00:06:00,1
2019-09-08 00:07:00,1
2019-09-08 00:11:00,1
2019-09-08 00:15:00,1
2019-09-08 00:17:00,1
2019-09-08 00:20:00,1
2019-09-08 00:21:00,1
2019-09-08 00:25:00,1
2019-09-08 00:26:00,1
2019-09-08 00:28:00,1
2019-09-08 00:29:00,1
2019-09-08 00:30:00,1
2019-09-08 00:33:00,1
2019-09-08 00:34:00,1
2019-09-08 00:35:00,1
2019-09-08 00:37:00,1
2019-09-08 00:38:00,1
2019-09-08 00:39:00,1
2019-09-08 00:41:00,1
2019-09-08 00:44:00,1
2019-09-08 00:46:00,1
2019-09-08 00:47:00,1
2019-09-08 00:52:00,1
2019-09-08 00:53:00,1
2019-09-08 00:59:00,1
2019-09-08 01:00:00,1
2019-09-08 01:01:00,1
2019-09-08 01:02:00,1
2019-09-08 01:03:00,1
2019-09-08 01:06:00,1
2019-09-08 01:09:00,1
2019-09-08 01:10:00,1
2019-09-08 01:11:00,1
2019-09-08 01:14:00,1
2019-09-08 01:17:00,1
2019-09-08 01:19:00,1
2019-09-08 01:21:00,1
2019-09-08 01:23:00,1
2019-09-08 01:24:00,1
2019-09-08 01:25:00,1
2019-09-08 01:26:00,1
2019-09-08 01:27:00,1
2019-09-08 01:28:00,1
2019-09-08 01:30:00,1
2019-09-08 01:31:00,1
2019-09-08 01:32:00,1
2019-09-08 01:33:00,1
2019-09-08 01:39:00,1
2019-09-08 01:41:00,1
2019-09-08 01:43:00,1
2019-09-08 01:45:00,1
2019-09-08 01:46:00,1
2019-09-08 01:47:00,1
2019-09-08 01:48:00,1
2019-09-08 01:49:00,1
2019-09-08 01:52:00,1
2019-09-08 01:54:00,1
2019-09-08 01:57:00,1
2019-09-08 01:59:00,1
2019-09-08 02:01:00,1
2019-09-08 02:05:00,1
2019-09-08 02:07:00,1
2019-09-08 02:08:00,1
2019-09-08 02:11:00,1
2019-09-08 02:13:00,1
2019-09-08 02:15:00,1
2019-09-08 02:16:00,1
2019-09-08 02:17:00,1
2019-09-08 02:19:00,1
2019-09-08 02:20:00,1
2019-09-08 02:21:00,1
2019-09-08 02:23:00,1
2019-09-08 02:26:00,1
2019-09-08 02:27:00,1
2019-09-08 02:29:00,1
2019-09-08 02:30:00,1
2019-09-08 02:31:00,1
2019-09-08 02:32:00,1
