212,select * from Frame where fieldId=#
2019-09-08 00:07:00,1
2019-09-08 00:54:00,1
2019-09-08 01:18:00,1
2019-09-08 02:11:00,1
2019-09-08 03:23:00,1
2019-09-08 04:02:00,1
2019-09-08 04:21:00,1
2019-09-08 04:30:00,1
2019-09-08 04:35:00,1
2019-09-08 04:46:00,1
2019-09-08 05:12:00,1
2019-09-08 05:27:00,1
2019-09-08 06:01:00,1
2019-09-08 06:29:00,1
2019-09-08 06:33:00,1
2019-09-08 06:35:00,1
2019-09-08 06:46:00,1
2019-09-08 07:33:00,1
2019-09-08 07:50:00,3
2019-09-08 07:51:00,6
2019-09-08 07:52:00,7
2019-09-08 07:53:00,7
2019-09-08 07:54:00,7
2019-09-08 07:55:00,5
2019-09-08 08:18:00,1
2019-09-08 08:35:00,1
2019-09-08 09:07:00,1
2019-09-08 09:23:00,1
2019-09-08 09:30:00,16
2019-09-08 09:44:00,4
2019-09-08 10:48:00,1
2019-09-08 10:56:00,1
2019-09-08 10:57:00,1
2019-09-08 11:18:00,1
2019-09-08 11:19:00,1
2019-09-08 11:30:00,1
2019-09-08 11:59:00,6
2019-09-08 12:06:00,1
2019-09-08 12:11:00,1
2019-09-08 12:30:00,1
2019-09-08 12:49:00,1
2019-09-08 12:52:00,1
2019-09-08 12:57:00,5
2019-09-08 12:58:00,13
2019-09-08 12:59:00,12
2019-09-08 13:00:00,3
2019-09-08 13:02:00,4
2019-09-08 13:03:00,15
2019-09-08 13:35:00,1
2019-09-08 13:48:00,1
2019-09-08 14:22:00,1
2019-09-08 14:42:00,1
2019-09-08 15:17:00,1
2019-09-08 15:31:00,1
2019-09-08 16:44:00,9
2019-09-08 16:45:00,3
2019-09-08 16:46:00,1
2019-09-08 17:13:00,1
2019-09-08 17:19:00,1
2019-09-08 17:24:00,1
2019-09-08 17:51:00,1
2019-09-08 18:03:00,1
2019-09-08 18:42:00,1
2019-09-08 18:43:00,1
2019-09-08 18:44:00,3
2019-09-08 19:35:00,1
2019-09-08 20:31:00,1
2019-09-08 20:54:00,9
2019-09-08 20:55:00,11
2019-09-08 20:56:00,2
2019-09-08 21:13:00,6
2019-09-08 21:14:00,2
2019-09-08 21:26:00,1
2019-09-08 21:38:00,1
2019-09-08 21:42:00,1
2019-09-08 22:12:00,1
2019-09-08 22:58:00,1
