12,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-09-08 13:50:00,1
2019-09-08 13:58:00,1
2019-09-08 14:01:00,1
2019-09-08 14:05:00,1
2019-09-08 14:10:00,1
2019-09-08 14:17:00,1
2019-09-08 14:23:00,1
2019-09-08 14:40:00,1
2019-09-08 14:43:00,1
2019-09-08 14:48:00,1
2019-09-08 14:52:00,1
2019-09-08 14:56:00,1
