36,"SELECT TOP #  p.run, p.rerun, p.camcol, p.field  FROM PhotoObjDR7 AS p  WHERE p.dr7objid=#"
2019-09-08 00:16:00,1
2019-09-08 00:39:00,1
2019-09-08 00:59:00,1
2019-09-08 01:00:00,1
2019-09-08 01:22:00,1
2019-09-08 03:57:00,2
2019-09-08 05:21:00,1
2019-09-08 07:06:00,1
2019-09-08 07:53:00,1
2019-09-08 08:45:00,1
2019-09-08 08:51:00,1
2019-09-08 09:11:00,1
2019-09-08 09:49:00,1
2019-09-08 09:56:00,1
2019-09-08 10:08:00,1
2019-09-08 10:46:00,1
2019-09-08 12:17:00,1
2019-09-08 12:52:00,1
2019-09-08 13:10:00,1
2019-09-08 13:30:00,1
2019-09-08 14:28:00,1
2019-09-08 14:47:00,1
2019-09-08 15:48:00,2
2019-09-08 16:07:00,1
2019-09-08 16:28:00,1
2019-09-08 16:49:00,1
2019-09-08 17:10:00,2
2019-09-08 17:48:00,1
2019-09-08 18:02:00,1
2019-09-08 18:04:00,1
2019-09-08 18:07:00,1
2019-09-08 21:19:00,1
2019-09-08 23:01:00,1
