255,select * from dbo.fDocColumns(&&&)
2019-09-08 00:17:00,2
2019-09-08 00:18:00,3
2019-09-08 00:19:00,3
2019-09-08 00:20:00,2
2019-09-08 00:21:00,4
2019-09-08 00:22:00,1
2019-09-08 00:23:00,2
2019-09-08 00:24:00,2
2019-09-08 00:25:00,1
2019-09-08 00:26:00,4
2019-09-08 00:27:00,1
2019-09-08 00:28:00,4
2019-09-08 00:29:00,3
2019-09-08 00:30:00,2
2019-09-08 00:31:00,2
2019-09-08 00:32:00,2
2019-09-08 00:33:00,2
2019-09-08 00:34:00,3
2019-09-08 00:35:00,2
2019-09-08 00:36:00,3
2019-09-08 00:37:00,2
2019-09-08 00:38:00,4
2019-09-08 00:39:00,2
2019-09-08 00:40:00,3
2019-09-08 00:41:00,3
2019-09-08 00:45:00,2
2019-09-08 01:13:00,1
2019-09-08 01:50:00,1
2019-09-08 02:04:00,1
2019-09-08 02:54:00,2
2019-09-08 02:56:00,2
2019-09-08 02:57:00,2
2019-09-08 03:01:00,1
2019-09-08 03:21:00,1
2019-09-08 04:06:00,4
2019-09-08 04:08:00,1
2019-09-08 04:23:00,1
2019-09-08 04:30:00,1
2019-09-08 04:37:00,1
2019-09-08 04:38:00,1
2019-09-08 05:09:00,2
2019-09-08 05:30:00,2
2019-09-08 05:31:00,1
2019-09-08 05:34:00,1
2019-09-08 06:48:00,1
2019-09-08 06:52:00,1
2019-09-08 07:21:00,1
2019-09-08 07:25:00,1
2019-09-08 07:32:00,1
2019-09-08 07:48:00,2
2019-09-08 07:57:00,1
2019-09-08 08:26:00,1
2019-09-08 08:35:00,1
2019-09-08 08:54:00,1
2019-09-08 09:09:00,1
2019-09-08 09:29:00,2
2019-09-08 09:44:00,6
2019-09-08 09:45:00,1
2019-09-08 09:49:00,1
2019-09-08 09:52:00,1
2019-09-08 10:09:00,1
2019-09-08 10:51:00,1
2019-09-08 11:51:00,1
2019-09-08 12:32:00,3
2019-09-08 12:50:00,2
2019-09-08 13:03:00,1
2019-09-08 13:11:00,1
2019-09-08 14:00:00,7
2019-09-08 14:16:00,1
2019-09-08 14:17:00,4
2019-09-08 14:18:00,4
2019-09-08 14:19:00,1
2019-09-08 14:20:00,4
2019-09-08 14:22:00,5
2019-09-08 14:23:00,14
2019-09-08 14:24:00,19
2019-09-08 14:25:00,12
2019-09-08 14:28:00,1
2019-09-08 14:34:00,1
2019-09-08 14:50:00,1
2019-09-08 14:56:00,1
2019-09-08 15:01:00,1
2019-09-08 15:02:00,2
2019-09-08 15:23:00,1
2019-09-08 15:25:00,1
2019-09-08 15:27:00,1
2019-09-08 15:34:00,1
2019-09-08 15:38:00,1
2019-09-08 16:11:00,1
2019-09-08 16:36:00,1
2019-09-08 16:41:00,22
2019-09-08 16:52:00,1
2019-09-08 17:04:00,1
2019-09-08 17:21:00,1
2019-09-08 18:27:00,1
2019-09-08 18:55:00,1
2019-09-08 18:57:00,1
2019-09-08 19:04:00,1
2019-09-08 19:09:00,1
2019-09-08 19:12:00,1
2019-09-08 19:13:00,1
2019-09-08 19:41:00,1
2019-09-08 19:49:00,1
2019-09-08 20:19:00,1
2019-09-08 20:20:00,1
2019-09-08 20:24:00,1
2019-09-08 20:27:00,1
2019-09-08 20:40:00,1
2019-09-08 21:21:00,1
2019-09-08 22:09:00,1
2019-09-08 22:28:00,1
2019-09-08 22:48:00,1
2019-09-08 23:20:00,1
2019-09-08 23:37:00,2
2019-09-08 23:54:00,1
