72,"select ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,petroR5#_r,probPSF,psfMagErr_u,psfMagErr_g,psfMagErr_r,psfMagErr_i,psfMagErr_z, p.objid from (PhotoTag p inner join fGetObjFromRectEq(#,#,#,#) r on p.objid=r.objid)"
2019-04-10 12:52:00,2
2019-04-10 12:53:00,1
2019-04-10 12:54:00,1
2019-04-10 13:36:00,2
2019-04-10 13:37:00,3
2019-04-10 13:38:00,2
2019-04-10 13:39:00,1
2019-04-10 13:41:00,1
2019-04-10 13:42:00,2
2019-04-10 13:43:00,3
2019-04-10 13:44:00,1
2019-04-10 13:46:00,2
2019-04-10 13:48:00,2
2019-04-10 15:00:00,1
2019-04-10 16:12:00,2
2019-04-10 16:29:00,1
2019-04-10 16:30:00,1
2019-04-10 17:37:00,1
2019-04-10 17:38:00,2
2019-04-10 17:39:00,1
2019-04-10 17:55:00,1
2019-04-10 18:23:00,1
2019-04-10 18:24:00,3
2019-04-10 18:25:00,7
2019-04-10 18:26:00,6
2019-04-10 18:27:00,7
2019-04-10 18:28:00,3
2019-04-10 18:29:00,4
2019-04-10 18:32:00,1
2019-04-10 18:33:00,3
2019-04-10 18:34:00,3
2019-04-10 18:35:00,1
