121,"SELECT g.objID, g.ra, g.dec, q.z, q.zErr, q.class, q.subclass FROM GALAXY as g, SpecObjAll as q WHERE g.objID = q.bestObjID and (g.ra between # and #) and (g.dec between # and #)"
2019-04-10 01:26:00,1
2019-04-10 04:48:00,1
2019-04-10 06:57:00,5
2019-04-10 06:58:00,2
2019-04-10 06:59:00,7
2019-04-10 07:53:00,6
2019-04-10 08:54:00,5
2019-04-10 08:55:00,8
2019-04-10 09:09:00,1
2019-04-10 09:12:00,1
2019-04-10 09:35:00,1
2019-04-10 09:55:00,12
2019-04-10 09:56:00,2
2019-04-10 09:57:00,7
2019-04-10 10:53:00,3
2019-04-10 10:54:00,5
2019-04-10 12:05:00,1
2019-04-10 13:00:00,2
2019-04-10 13:01:00,2
2019-04-10 13:03:00,1
2019-04-10 13:04:00,2
2019-04-10 13:05:00,1
2019-04-10 13:06:00,1
2019-04-10 13:08:00,2
2019-04-10 13:09:00,2
2019-04-10 13:11:00,1
2019-04-10 13:19:00,3
2019-04-10 13:23:00,1
2019-04-10 13:26:00,1
2019-04-10 13:27:00,2
2019-04-10 13:32:00,1
2019-04-10 13:33:00,1
2019-04-10 13:35:00,1
2019-04-10 13:36:00,1
2019-04-10 13:38:00,1
2019-04-10 13:42:00,1
2019-04-10 13:43:00,1
2019-04-10 13:49:00,1
2019-04-10 13:53:00,1
2019-04-10 13:54:00,1
2019-04-10 13:55:00,1
2019-04-10 13:57:00,3
2019-04-10 14:00:00,2
2019-04-10 14:01:00,1
2019-04-10 14:04:00,1
2019-04-10 14:05:00,1
2019-04-10 14:07:00,2
2019-04-10 14:14:00,1
2019-04-10 14:20:00,1
2019-04-10 14:21:00,1
2019-04-10 14:23:00,1
2019-04-10 14:27:00,1
2019-04-10 14:28:00,1
2019-04-10 14:30:00,3
2019-04-10 19:54:00,1
2019-04-10 22:04:00,1
