27,"SELECT TOP #   run,   camCol,   rerun,   field,   objID,   ra,   dec   FROM Galaxy   WHERE ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) > #   and ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) != dbo.fPhotoFlags(&&&)   and ( (flags & dbo.fPhotoFlags(&&&) = #)   and petroR5#_i > #)"
2019-04-10 15:59:00,1
2019-04-10 16:00:00,1
2019-04-10 16:01:00,1
2019-04-10 16:03:00,1
2019-04-10 16:05:00,1
2019-04-10 16:07:00,1
2019-04-10 17:50:00,1
2019-04-10 17:51:00,1
2019-04-10 17:53:00,1
2019-04-10 17:54:00,1
2019-04-10 17:55:00,1
2019-04-10 17:57:00,1
2019-04-10 17:58:00,1
2019-04-10 20:11:00,1
2019-04-10 20:12:00,1
2019-04-10 20:13:00,1
2019-04-10 20:14:00,1
2019-04-10 20:16:00,1
2019-04-10 20:17:00,1
2019-04-10 20:18:00,1
2019-04-10 22:21:00,1
2019-04-10 22:22:00,1
2019-04-10 22:23:00,1
2019-04-10 22:24:00,1
2019-04-10 22:26:00,1
2019-04-10 22:27:00,1
2019-04-10 22:28:00,1
