233,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-04-10 00:45:00,1
2019-04-10 00:50:00,1
2019-04-10 01:45:00,2
2019-04-10 01:50:00,1
2019-04-10 09:05:00,2
2019-04-10 09:10:00,2
2019-04-10 09:50:00,6
2019-04-10 09:55:00,5
2019-04-10 10:50:00,3
2019-04-10 10:55:00,3
2019-04-10 11:55:00,2
2019-04-10 12:05:00,1
2019-04-10 12:10:00,3
2019-04-10 12:15:00,3
2019-04-10 12:20:00,5
2019-04-10 12:25:00,7
2019-04-10 12:30:00,2
2019-04-10 13:10:00,4
2019-04-10 13:15:00,2
2019-04-10 14:05:00,10
2019-04-10 14:10:00,9
2019-04-10 14:15:00,2
2019-04-10 14:20:00,2
2019-04-10 14:49:00,1
2019-04-10 14:50:00,2
2019-04-10 14:55:00,2
2019-04-10 14:56:00,1
2019-04-10 15:08:00,1
2019-04-10 16:02:00,1
2019-04-10 16:05:00,1
2019-04-10 16:07:00,1
2019-04-10 16:20:00,1
2019-04-10 16:25:00,1
2019-04-10 16:35:00,1
2019-04-10 16:43:00,1
2019-04-10 16:45:00,1
2019-04-10 16:49:00,1
2019-04-10 17:00:00,9
2019-04-10 17:03:00,1
2019-04-10 17:05:00,12
2019-04-10 17:09:00,1
2019-04-10 17:10:00,3
2019-04-10 17:15:00,1
2019-04-10 17:20:00,11
2019-04-10 17:23:00,1
2019-04-10 17:25:00,11
2019-04-10 17:31:00,1
2019-04-10 17:36:00,1
2019-04-10 17:40:00,24
2019-04-10 17:41:00,2
2019-04-10 17:42:00,1
2019-04-10 17:45:00,23
2019-04-10 17:50:00,1
2019-04-10 17:55:00,1
2019-04-10 18:00:00,1
2019-04-10 18:06:00,1
2019-04-10 18:13:00,1
2019-04-10 18:24:00,1
2019-04-10 18:30:00,1
2019-04-10 18:47:00,1
2019-04-10 18:53:00,1
2019-04-10 19:00:00,1
2019-04-10 19:05:00,7
2019-04-10 19:06:00,1
2019-04-10 19:10:00,4
2019-04-10 19:14:00,1
2019-04-10 19:20:00,1
2019-04-10 19:26:00,1
2019-04-10 19:31:00,1
2019-04-10 19:35:00,1
2019-04-10 19:37:00,1
2019-04-10 19:43:00,1
2019-04-10 19:48:00,1
2019-04-10 19:54:00,1
2019-04-10 19:59:00,1
2019-04-10 20:06:00,1
2019-04-10 20:22:00,1
2019-04-10 21:35:00,1
2019-04-10 21:40:00,1
2019-04-10 22:35:00,1
