40,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-04-10 05:22:00,2
2019-04-10 05:24:00,2
2019-04-10 05:25:00,2
2019-04-10 05:27:00,2
2019-04-10 05:49:00,2
2019-04-10 05:53:00,2
2019-04-10 05:57:00,2
2019-04-10 06:02:00,2
2019-04-10 11:21:00,2
2019-04-10 11:24:00,2
2019-04-10 11:27:00,2
2019-04-10 11:30:00,2
2019-04-10 15:05:00,2
2019-04-10 15:07:00,2
2019-04-10 15:09:00,2
2019-04-10 15:11:00,2
2019-04-10 23:01:00,2
2019-04-10 23:03:00,2
2019-04-10 23:04:00,2
2019-04-10 23:06:00,2
