31,select * from Frame where fieldId=#
2019-04-10 00:21:00,1
2019-04-10 00:28:00,1
2019-04-10 00:52:00,1
2019-04-10 02:05:00,1
2019-04-10 02:50:00,1
2019-04-10 04:39:00,1
2019-04-10 06:21:00,1
2019-04-10 08:03:00,1
2019-04-10 09:01:00,1
2019-04-10 09:28:00,1
2019-04-10 09:42:00,1
2019-04-10 10:57:00,1
2019-04-10 11:01:00,2
2019-04-10 12:08:00,1
2019-04-10 12:10:00,1
2019-04-10 12:27:00,1
2019-04-10 12:43:00,1
2019-04-10 13:02:00,1
2019-04-10 13:19:00,1
2019-04-10 13:30:00,1
2019-04-10 14:14:00,1
2019-04-10 14:16:00,1
2019-04-10 14:26:00,1
2019-04-10 14:46:00,1
2019-04-10 20:00:00,1
2019-04-10 20:44:00,1
2019-04-10 21:24:00,1
2019-04-10 22:37:00,1
2019-04-10 23:26:00,1
2019-04-10 23:59:00,1
